siī,|1
sipuī,|2
despolio,|1
Afran.|2
com.|6
42|1
R.2|1
ἀποπείθω|1
sūctus,|1
fuī,|9
surrēxi,|1
tabuī,|1
tepuī,|4
ius|2
attribuo,|1
tumuī,|4
tūnsum,|1
Petron.|1
58,|1
7|3
vellī,|6
vulsum|2
vēscī|1
vīnxī,|5
vīnctum,|4
Adv|1
diaconus,|1
Greg.|2
epist.|2
34:|1
diaconissa|1
diagredion),|1
χορδῶν)|1
Genet.|3
a,um|4
dīdidī,|1
dīditum,|1
pitris,|1
dis-tulī,|1
dī-lātum,|1
dif-ferre|1
fidī,|3
fissum,|3
flūxum,|7
fortis|1
fugitum,|6
nōscere|1
lēxī,|4
mētīrī|1
rygis,|1
ploidis|1
dīruī,|1
dīrutum,|1
dītis,|1
Dītis,|1
Praeposit.|1
insepar.|1
Graeci|1
εκδόριον|1
vocant|1
mōtus,|1
pandī,|2
pānsum,|1
paris|5
Iv</B>I|1
pēstum,|1
plicuī,|2
plicitum,|1
ἀναπτύσσω|1
Non.|3
duit,|1
sēnsī,|5
Fut.|2
-abit,|1
sonitum,|4
suāsī,|2
suāsum,|3
tentum|3
<B>dīstillo</B>,|1
stīnxī,|4
stīnctum,|4
<B>diūtius,|1
<B>diūtissimē</B>,|1
εκπορθῶ|1
<B>dīvitior,|1
-ius</B>|1
vīsī,|6
vīsum,|10
Enn.|4
docuī,|3
doctum,|3
tēridis,|1
dolitūrus,|1
itus|1
lopis,|1
dominus|2
domina|2
fundi|1
praedii|1
domuī,|4
domitum,|3
domus|1
usio|1
Aelius|2
D.|2
Com.|1
virī,|9
auf|1
sechs|1
Inschriften|1
Kaiserzeit,|1
volkstümlich|1
=</I>|1
donec|1
dum|1
o|1
duceni|1
dipondiārius),|1
dipundius),|1
<B>dūrius</B>,|1
<B>dūrissimē</B>,|1
dūruī,|3
ducis,|3
mantis|1
Durrachium),|1
hibiscum,|1
Scrib.|2
Larg.|2
80|1
odis,|1
<B>ecquae|1
<B>ecquid</B>,|1
Pron.|8
interrog.|5
subst.|3
num|2
quis|1
ferbuī|1
effigies,|1
364.|1
rud.|1
421.|1
2581,|1
4:|1
fātus|5
sum),|1
fārī|4
frixī,|2
fugitūrus,|2
futuī,|1
futūtus,|1
pers.|2
lāvī,|3
lautum|2
στοιχειον|1
elephantiasis,|1
250.|1
Th.|2
Prisc.|6
phantis|1
īnis|3
E-licuī,|1
E-licitum,|1
līnxī,|3
liquātus,|1
loquī,|3
atos|1
cruī,|3
mānsum,|5
tūruī,|1
tītus|3
E-mēnsus|1
E-micuī,|1
E-micātum,|1
mōvi,|2
mūnxī,|1
mūnctum,|1
mūnīvī|1
mydis|1
thidis,|2
necuī,|1
nectum,|1
εν|1
γόνασι|1
dridis,|1
Conj.|1
peī|1
nīsus|3
E-nōtuī,|1
us,|2
prologus|1
m.επίλογος)|1
gidis,|1
oon|1
popis,|1
Epōtāvī,|1
epōtātūrus,|1
Epōtus,|1
epulae,|1
*Lucil.|1
444.|1
Auct.|1
