d.|1
Non.|1
196,|1
9|1
plăcui|1
complecti,|1
complexus|1
plēvi,|2
plētum|2
plicātum|2
plōsi,|6
plōsum|6
plura|1
pŏsitum|4
termĭni|1
pŏtis|1
poposci|2
ītus,|1
praedis,|2
prehendi,|1
prehensum|3
prendi,|1
prensum|1
punxi,|5
punctum|6
pŭtŭi|1
pŭtrŭi|2
concalefacio|1
calui|2
callui|3
cerpsi,|4
cerptum|4
faba,|1
cĭdi|6
concĭēre,|1
concĭtum|1
concinui|1
ceptum,|1
coxi,|9
coctum|9
brŭi|1
nox,|1
cubŭi,|5
cubitum|5
concupĕre|1
concupivi|1
concupitum|1
concurri|1
concursum|1
concussi,|1
concussum|1
psui|1
condite,|1
docŭi,|1
dolui|2
dormivi|1
conexiōnis,|2
fēci|4
fercīre,|1
fersi,|7
fertum|7
conferre,|1
contŭli,|1
conlātum|1
ferbui|4
sus,|1
fīsus|3
fĭdi,|1
fissum|4
confessus|1
conflixi,|1
conflictum|1
fovi,|3
fotum|3
frēgi,|12
fūgi|8
confuturum,|1
consum|1
confusiōnis,|1
gĕmŭi|2
gri,|13
grĕgis|1
grui|1
coierat,|1
conjurat|1
cōnīti,|2
cōnīsus|2
nīvi|2
cf.|2
nictare,|2
faire|2
un|2
signe|2
des|3
yeux|2
conjecerit|1
&zeta;&epsilon;&upsilon;&kappa;&tau;ή&rho;&epsilon;&sigmaf;|1
jugis,|2
conopis,|1
conari,|1
conatus|1
queri,|1
questus|2
quiēvi,|1
quiĕtum|1
quexi|1
rasi,|2
rasum|3
sepire,|2
sepsi,|4
septum|4
sanui|2
scendi,|4
scensum|4
scīre,|1
scīvi,|2
scītum|3
scīvi|3
secŭi,|7
sĕnuī|1
dii,|2
consentum|1
deum,|1
sacra|1
sensi,|4
sensum|4
sequi,|3
secutus|3
sĕrŭi,|2
consertum|1
sēvi,|7
consitum|1
consignanter,|1
adverbe|1
superl.|26
consignate,|1
silui|5
pŭi|1
constĭtī|2
consolvo,|1
sŏnŭi|2
consortis,|1
persi,|3
persum|3
conspirate,|1
conspisso,|1
spondi,|3
sponsum|4
spŭi,|3
spūtum|2
strāvi,|7
strātum|9
stĭtŭi,|2
stĭtūtum|2
actio,|1
strĕpŭi,|3
strĕpĭtum|3
stŭpŭi|1
consuefacio|1
consuērim,|1
consuessem,|1
sync.|10
suēvi,|4
suētum|4
ŭlis,|4
consŭlŭi,|1
consultum|1
consumpsi|1
consumptus|1
tābŭi|3
texi,|10
tempsi,|1
temptum|1
ū,|4
contempte,|1
bravi|1
trīvi,|11
trītum|12
à|2
l'abl.|2
contĭcisco,|1
tĭcŭi,|1
contĭcĭtrix,|1
tigi,|1
torsi,|8
tortum|9
torrŭi|1
contortum|1
prép|2
trĕmŭi|2
tribŭi,|3
tributum|3
tŭĭtus|2
tŭdi,|3
tūsum|4
vălŭi|4
velli|3
vulsum|6
conveniam|1
verri,|1
convesci|1
vīci,|6
victum|9
convitiolum,|1
convitior,|1
convitium|1
vixi,|3
vŏlūtum|6
convorto,|1
vōvi,|2
vōtum|2
cooptaverint|1
cŏortus|1
cordis,|2
corbān|1
corbanās|1
Cordylussa,|1
frontis|1
divarum|1
locus|1
cornūs,|1
corni,|1
cornus,|1
odis,|2
corporis,|1
corrŭi|1
Thebae,|3
qqf|2
navis|1
Cō,|1
cōtis,|1
Tabernae,|2
Cotyis|1
Cotyos|1
ūti|1
crēbrŭi|1
jugum,|1
crĕpŭi,|1
crĕpĭtum|1
vinum|1
Acris,|1
vēna|1
crūdui|1
Crūris,|1
crūris,|1
taberna,|1
crŭcis,|1
cŭbīlis,|1
cŭbŭi,|4
cŭbĭtum|4
cŭbŭcŭlārĭus,|1
cŭbuclum|1
cūdi,|3
cūsum|3
anc.|11
cujuscujusmodi|1
cujusmodi|1
cūjātis|1
cūja,|1
cūjum|1
cūjănam,|1
cūjumnam|1
cūjăvis,|1
cūjumvis|1
cullĕāris,|1
ses|4
dérivés|7
mensae,|2
ītis,|4
Nymphae,|1
cŭcurri,|1
cursum|10
ōdis,|2
vas,|2
idos,|4
herba,|14
cynocephalion|1
dexia,|1
Cyrrhesticē,|2
Cyri,|1
dacrumae,|1
vītes,|1
Dāci,|1
Dămascēnē,|1
sacrificium,|1
elis,|2
(daps|1
facio]|1
dapis,|1
dĕae,|1
dēbŭi,|1
dēbĭtum|1
ĭlis|1
inv.|22
verba,|3
psi,|9
ptum|9
decēre,|1
dĕcuit|1
ŭum,|4
decoctiōnis,|1
(à|1
seulement|2
decolore,|1
dĕcus|1
togae,|1
deculpo,|1
cŭbŭi|1
uncis,|2
dēcurri|1
dēcursum|1
decurto,|1
cussi,|9
cussum|9
dĕdĕcuit,|1
ŏris|5
dēdĭdĭci|1
dŏcŭi,|4
dŏlui|1
dēdŭcis|1
deire|1
deerit...|1
isci,|4
fessus|2
defendi,|1
defensum|1
deficio|1
fessus,|1
flōrŭi|2
exta,|1
fricŭi,|3
frixi|5
defrui|1
fungi,|4
functus|3
degerĕre|1
gluptum|2
degi|1
hausi,|4
haustum|4
integro|1
labi,|3
delavatum|1
dép.|3
dēlēvi|1
dēlētum|1
libŭi,|1
libutum|1
f.plur.|2
Apul.|1
delēgi,|1
linxi|1
delitum|1
liqui,|1
lictum|2
licui|1
[de|3
lira|1
lĭtui|2
īnis,|5
mădŭi|4
Dēmărātē,|1
mĕrŭi,|1
mĕrĭtum|1
mĕrĭtus|2
mersi,|5
mersum|5
trŏs,|1
messŭi,|1
messum|1
ari,|2
metatus|2
mĭnŭi,|3
mĭnūtum|2
mīrātus|1
dempsi|1
demptum|1
mōlītus|1
digitus,|1
mŏri,|4
morari,|1
moratus|1
mulsi,|4
mulsum|4
denasci|1
feriae,|1
dentis,|1
nupsi,|4
nuptum|4
ŏpĕrŭi,|1
ŏpertum|2
oratio,|1
P.-Fest.|1
depacisci|2
depactus|2
depactum|1
pavi,|1
depasci,|1
depastus|1
depexum|1
peculatus|1
planxi,|2
planctum|2
evi,|2
etum|3
senes,|1
endi,|4
ensum|4
depresse,|1
deproelio,|1
prompsi,|1
promptum|3
depsŭi,|1
depstum|1
porcus,|2
puduit|1
sacra,|2
puvii|1
reliqui,|1
relictum|1
repsi|2
rigui|7
derigĕo|2
derodo,|1
rutum|3
Dig.|1
scivi|1
scitum|1
descindo,|1
senui|2
serŭi,|4
situm|3
sēdi|4
sultum|3
sii|1
sipui|1
desissem...|1
stĭtī,|2
stitum|1
sputum|1
dessem|1
stravi,|3
stertui|1
stitŭi,|4
stitutum|4
suxi,|4
suctum,|1
dēesse,|1
dēfŭi|1
tensum|3
porcae,|1
ius,|2
l'inusité|3
deter|1
territum|2
detractātor|1
mŭi,|3
tunsum|2
cis,|1
ūti,|2
ūsus|2
velli,|2
esci|1
vinxi,|4
via}|1
dēvōtrix,|1
dextra|1
dextrum|1
dextra,|1
dexter|1
n.,|5
dextrale|1
diaeteticē,|1
causā|1
dictamus|1
yis|2
Dīdūs|1
Dīdōnis,|1
didrachmum,|1
diei|1
differre,|1
distŭli,|1
dilātum|1
fīdi,|3
fortis|1
[futuo,|1
digammŏn,|1
novi|2
luxi|16
madui|1
litterae,|1
movi,|4
motum|5
insula,|3
nomina,|2
Dirca,|1
[dis|1
habeo|1
advt.|2
disrumpo,|1
ruptum,|1
Dītis,|2
dīte|1
dĭdĭci,|1
discordis,|1
crĕpāvi|1
crēvi|2
pandi,|4
pansum|2
pessum|1
pescui|1
plicŭi,|1
plicitum|1
plosi,|1
plosum|1
dispuduit,|1
āvit,|1
solutum|2
sonui|2
sortis|1
suasi,|1
suasum|1
tabui|1
taesum|2
est,|3
tinxi,|5
tinctum|5
sans|2
positif|2
sub|3
diu|1
dia,|1
dium|1
divitis|2
vīsi,|2
vīsum|6
dăre,|7
dĕdi,|6
quadrans|1
dŏmĭnellus|1
dŏmŭi,|2
dŏmĭtum|2
sub.|2
dormīvi|1
dormītum|1
dori,|1
dōtis,|1
drupa|1
dryos,|1
ductile|1
duis,|1
duit,|1
duint|1
dulcŭi|1
subj.|9
duae,|1
dŭŏ|1
viri,|6
viginti|1
duplicatio|1
duplicis|1
durŭi|2
durateus|2
vir,|2
dŭcis,|2
bĭbĭtum|1
ĕbŏris,|1
eccam...|1
C.|2
Th.|2
(ex|2
fodio]|2
futŭi,|2
fututum|2
ecquae|1
ecqua,|1
ecquod,|1
ecquid,|2
pron.|7
ecquaenam,|1
ecquidnam|1
erŭi,|1
ertum|3
ĕdit|1
ĕdĕre|1
mĭtum|1
extŭli,|1
elātum|1
ēi|2
evi|1
florui|2
anc|1
inf.|8
frixi,|3
fricātum|2
effrondui|1
ĕgŭi|1
em,|1
ēgrĕdi,|1
ēgressus|1
exprimant|3
douleur|1
crainte|1
ējēci|2
ējectum|2
ēlābi,|1
ēlapsus|1
langŭi|2
ēlāvi,|1
ēlautum|1
elicum,|1
citum|1
elisi,|1
elisum|1
elinxi|1
elevi,|1
elitum|1
elŏqui,|1
elŏcūtus|1
ēlūsi,|1
ēlūsum|1
elŭi,|1
elutum|1
emacero,|1
crŭi|3
ēmansi,|1
ēmansum|1
cŭi|2
tūrŭi|1
rĭtum|2
ēmĕrĕor,|1
ĭtus|4
ēmersi,|1
ēmersum|1
ēmensus|1
ēmessum|1
emicui|1
nui|1
ēmĭnisci,|1
ementus|1
re|1
ēmīsi,|1
ēmissum|1
(e|1
molo]|1
ēmŏri,|1
ēmortuus|1
Ter.|1
dies,|1
ōtum|1
ēmulsi,|1
ēmulsum|1
ēmunxi,|1
ēmunctum|1
ydis,|5
enasci,|1
enatus|1
Enn.|5
Gloss.|2
ēnĕcŭi|2
ēnectum|2
Prud.|1
ēnĭtŭi|2
ēnīti,|1
ēnīsus|1
ēnāre,|1
ēnāvi|1
tŭi|3
