deliratio|dēlīrātĭo=dēlīrātĭō̆|5|dēlīrātĭōn||onis, f.|
deliro|dēlīro|17|||as, are|
delirus|dēlīrus|11|||a, um|
delitesco|dēlĭtesco=dēlĭtēsco|19|dēlĭtŭ||is, ere, litui, -|
delitisco|dēlĭtisco=dēlĭtīsco|19|dēlĭtŭ||cf. delitesco|
delius|Dēlĭus|11|||a, um|
delphi|Delphi=Dēlphi|1|||orum, m.|
delphicus|Delphĭcus=Dēlphĭcus|11|||a, um|
delphin|delphīn=dēlphīn|5|dēlphīn||inis, m.|
delphinus|delphīnus=dēlphīnus|1|||i, m.|
delta|delta=dēlta|0|||ae, f.|
delubrum|dēlūbrum=dēlūbrŭm|4|||i, n.|
demano|dēmāno|17|||as, are|
demarathus|Dēmărāthus|1|||cf. Demaratus|
demaratus|Dēmărātus|1|||i, m.|
demeaculum|dēmĕācŭlum=dēmĕācŭlŭm|4|||i, n.|
demens|dēmens=dēmēns|14|dēmēnt||entis|
dementia|dēmentĭa=dēmēntĭa|0|||ae, f.|
demeo|dēmĕo|17|||as, are|
demereo|dēmĕrĕo|18|dēmĕrŭ|dēmĕrĭt|es, ere, merui, meritum|
demergo|dēmergo=dēmērgo|19|dēmērs|dēmērs|is, ere, mersi, mersum|
demeto|dēmēto|19|dēmēssŭ|dēmēss|is, ere, messui, messum|
demetrius|Dēmētrĭus|1|||i, m.|
demigro|dēmigro=dēmī̆gro|17|||as, are|
deminuo|dēmĭnŭo|19|dēmĭnŭ|dēmĭnūt|is, ere, minui, minutum|
deminutio|dēmĭnūtĭo=dēmĭnūtĭō̆|5|dēmĭnūtĭōn||onis, f.|
demiror|dēmīror=dēmīrŏr|24|||aris, atus sum|
demisse|dēmissē=dēmīssē|31|||adv.|
demissus|dēmissus=dēmīssus|11|||a, um @ demisse|
demitto|dēmitto=dēmītto|19|dēmīs|dēmīss|is, ere, misi, missum|
demo|dēmo|19|dēmps|dēmpt|is, ere, dempsi, demptum|
democritus|Dēmocrĭtus=Dēmō̆crĭtus|1|||i, m.|
demolior|dēmōlĭor=dēmōlĭŏr|28||dēmōlīt|iris, iri|
demonstratio|dēmonstrātĭo=dēmōnstrātĭō̆|5|dēmōnstrātĭōn||ionis, f.|
demonstro|dēmonstro=dēmōnstro|17|||as, are|
demoror|dēmŏror=dēmŏrŏr|24|||aris, ari, tr et intr|
demorsico|dēmorsĭco=dēmōrsĭco|17|||as, are|
demosthenes|Dēmosthĕnes=Dēmōsthĕnēs|5|Dēmōsthĕn||is, m.|
demoveo|dēmŏvĕo|18|dēmōv|dēmōt|es, ere, moui, motum|
demulceo|dēmulcĕo=dēmūlcĕo|18|dēmūls||es, ere, mulsi, mulctum|
demum|dēmum=dēmŭm|30|||adv.|
denarius|dēnārius=dēnārĭus|1|||ii|
denarro|dēnarro=dēnārro|17|||as, are|
denego|dēnĕgo|17|||as, are|
deni|dēni|11|||ae, a, pl.|
denique|dēnĭquĕ|30|||adv.|
denobo|dēnōbo|19|dēnūps|dēnūpt|cf. denubo|
denomino|dēnōmĭno|17|||as, are|
denoto|dēnŏto|17|||as, are|
dens|dens=dēns|6|dēnt||dentis, m.|
denseo|denseo=dēnsĕo|18||dēnsēt|es, ere, - ,etum|
densus|densus=dēnsus|11|||a, um|
dentatus|dentātus=dēntātus|11|||a, um|
dentio|dentĭo=dēntĭo|21|||is, ire|
denubo|dēnūbo|19|dēnūps|dēnūpt|is, ere, nupsi, nuptum|
denudo|dēnūdo|17|||as, are|
denuntio|dēnuntĭo=dēnūntĭo|17|||as, are|
denuo|dēnŭō|30|||inv.|
denus|dēnus|11|-|-|cf. deni|
deopto|dĕopto=dĕōpto|17|||as, are|
deorsum|dĕorsum=dĕōrsŭm|30|||adv.|
deosculor|dĕoscŭlor=dĕōscŭlŏr|24|||aris, ari|
depasco|dēpasco=dēpāsco|19|||(or) is, ere, paui, pastum|
depello|dēpello=dēpēllo|19|dēpŭl|dēpūls|is, ere, puli, pulsum|
dependeo|dēpendĕo=dēpēndĕo|18|||es, ere|
deperdo|dēperdo=dēpērdo|19|dēpērdĭd|dēpērdĭt|is, ere, didi, ditum|
depereo|dēpĕrĕo|23|||is, ire|
deploro|dēplōro|17|||as, are|
depono|dēpōno|19|dēpŏsŭ|dēpŏsĭt|is, ere, posui, positum|
depopulor|dēpŏpŭlor=dēpŏpŭlŏr|24|||aris, atus sum|
deporto|dēporto=dēpōrto|17|||as, are|
deposco|dēposco=dēpōsco|19|dēpŏpōsc||is, ere, depoposci, -|
depositum|dēpŏsĭtum=dēpŏsĭtŭm|4|||i, n.|
deprecatio|dēprĕcātĭo=dēprĕcātĭō̆|5|dēprĕcātĭōn||onis, f.|
deprecator|dēprĕcātor=dēprĕcātŏr|5|dēprĕcātōr||oris, m.|
deprecor|dēprĕcor=dēprĕcŏr|24||dēprĕcāt|aris, ari|
deprehendo|dēprĕhendo=dēprĕhēndo|19|dēprĕhēnd|dēprĕhēns|is, ere, di, sum|
deprendo|dēprendo=dēprēndo|19|dēprēnd|dēprēns|is, ere, di, sum|
deprimo|dēprĭmo|19|dēprēss|dēprēss|is, ere, pressi, pressum|
deproelior|dēproelĭor=dēprōelĭŏr|24|||aris, ari|
depromo|dēprōmo|19|dēprōmps|dēprōmpt|is, ere, prompsi, promptum|
depugno|dēpugno=dēpūgno|17|||as, are|
deputo|dēpŭto|17|||as, are|
derado|dērādo|19|dērās|dērās|is, ere, derasi, derasum|
derelictus|dērĕlictus=dērĕlīctus|11|||a, um|
derelinquo|dērĕlinquo=dērĕlīnquo|19|dērĕlīqu|dērĕlīct|is, ere, liqui, lictum|
derideo|dērīdĕo|18|dērīs|dērīs|es, ere, risi, risum|
derigesco|dērĭgesco=dērĭgēsco|19|dērĭgŭ||i, ere, rigui, -|
derigo|dērĭgo|19|dērēx|dērēct|is, ere, derexi, derectum|
deripio|dērĭpĭo|20|dērĭpŭ|dērēpt|is, ere, ripui, reptum|
derisor|dērīsor=dērīsŏr|5|dērīsōr||oris, m.|
derivo|dērīvo|17|||as, are|
deruo|dērŭo|19|||is, ere|
deruptus|dēruptus=dērūptus|11|||a, um|
descendo|dēscendo=dēscēndo|19|dēscēnd|dēscēns|is, ere, di, sum|
descisco|dēscisco=dēscīsco|19|dēscīv|dēscīt|is, ere, sciui (ii), scitum|
describo|dēscrībo|19|dēscrīps|dēscrīpt|is, ere, scripsi, scriptum|
deseco|dēsĕco|17|dēsĕcŭ|dēsēct|as, are, cui, ctum|
desero|dēsĕro|19|dēsĕrŭ|dēsērt|is, ere, ui, desertum|
desertor|dēsertor=dēsērtŏr|5|dēsērtōr||oris, m.|
desiderium|dēsīdĕrĭum=dēsīdĕrĭŭm|4|||ii, n.|
desidero|dēsīdĕro|17|||as, are|
desidia|dēsīdĭa|0|||ae, f.|
desido|dēsīdo|19|dēsēd||is, ere, sedi, -|
designatio|dēsignātĭo=dēsīgnātĭō̆|5|dēsīgnātĭōn||ionis, f.|
designo|dēsigno=dēsīgno|17|||as, are|
desilio|dēsĭlĭo|21|dēsĭlŭ|dēsūlt|is, ere, silui, sultum|
desino|dēsĭno|19|dēsĭ||is, ere, sii, situm|
desipio|dēsĭpĭo|20|||is, ere|
desisto|dēsisto=dēsīsto|19|dēstĭt|dēstĭt|is, ere, destiti, destitum|
desolo|dēsōlo|17|||as, are|
despecto|dēspecto=dēspēcto|17|||o, as, are|
despectus|dēspectus=dēspēctus|9|||us, m.|
desperatio|dēspērātĭo=dēspērātĭō̆|5|dēspērātĭōn||ionis, f.|
desperatus|dēspērātus|11|||a, um|
despero|dēspēro|17|||as, are|
despicio|dēspĭcĭo|20|dēspēx|dēspēct|is, ere, spexi, spectum|
despolio|dēspŏlĭo|17|||as, are|
despondeo|dēspondĕo=dēspōndĕo|18|dēspōnd|dēspōns|es, ere, di, sum|
destinatio|dēstĭnātĭo=dēstĭnātĭō̆|5|dēstĭnātĭōn||onis, f.|
destinatus|dēstĭnātus|11|||a, um|
destino|dēstĭno|17|||as, are|
destituo|dēstĭtŭo|19|dēstĭtŭ|dēstĭtūt|is, ere, destitui, destitutum|
destringo|dēstringo=dēstrīngo|19|dēstrīnx|dēstrīct|is, ere, strinxi, strictum|
destruo|dēstrūo|19|dēstrūx|dēstrūct|is, ere, struxi, structum|
desubito|dēsŭbĭtō|30|||adv.|
desudasco|dēsūdasco=dēsūdāsco|19|||is, ere|
desuesco|dēsŭesco=dēsŭēsco|19|dēsŭēv|dēsŭēt|is, ere, sueui, suetum|
desuetudo|dēsŭētūdō|5|dēsŭētūdĭn||inis, f.|
desuetus|dēsŭētus|11|||a, um|
desultor|dēsultor=dēsūltŏr|5|dēsūltōr||oris, m.|
desum|dēsŭm|22|dēfŭ||es, esse, defui|
desuper|dēsŭper=dēsŭpĕr|30|||adv.|
detego|dētĕgo|19|dētēx|dētēct|is, ere, texi, tectum|
detergeo|dētergĕo=dētērgĕo|18|dētērs|dētērs|es, ere, si, sum|
deterior|dētĕrĭor=dētĕrĭŏr|15|dētĕrĭōr||ius|
deterius|dētĕriŭs=dētĕrĭŭs|30|||cf. deterior|
detero|dētĕro|19|dētrīv|dētrīt|is, ere, triui, tritum|
deterreo|dēterrĕo=dētērrĕo|18|dētērrŭ|dētērrĭt|is, ere, terrui, territum|
deterrimus|dēterrĭmus=dētērrĭmus|11|-|-|a, um|
detestabilis|dētestābĭlis=dētēstābĭlĭs|14|dētēstābĭl||e|
detestatio|dētestātĭo=dētēstātĭō̆|5|dētēstātĭōn||ionis, f.|
detestor|dētestor=dētēstŏr|24|||aris, ari|
detexo|dētexo=dētēxo|19|dētēxŭ|dētēxt|is, ere, texui, textum|
detineo|dētĭnĕo|18|dētĭnŭ|dētēnt|es, ere, tinui, tentum|
detondeo|dētondĕo=dētōndĕo|18||dētōns|es, ere, (to)tondi, tonsum|
detorqueo|dētorquĕo=dētōrquĕo|18|dētōrs|dētōrt|es, ere, torsi, tortum|
detraho|dētrăho|19|dētrāx|dētrāct|is, ere, traxi, tractum|
detrecto|dētrecto=dētrēcto|17|||as, are|
detrimentum|dētrīmentum=dētrīmēntŭm|4|||i, n.|
detrudo|dētrūdo|19|dētrūs|dētrūs|is, ere, trusi, trusum|
detruncatio|dētruncātĭo=dētrūncātĭō̆|5|dētrūncātĭōn||ionis, f.|
detrunco|dētrunco=dētrūnco|17|||as, are|
detumesco|dētŭmesco=dētŭmēsco|19|dētŭmŭ||is, ere, mui, -|
detundo|dētundo=dētūndo|19||dētūns|is, ere, - tunsum|
deturbo|dēturbo=dētūrbo|17|||as, are|
deturpo|dēturpo=dētūrpo|17|||as, are|
deungo|dēungo|19|||is, ere|
deunx|dĕunx=dĕūnx|6|dĕūnc||uncis, m.|
deuro|dĕūro|19|||is, ere, ussi, ustum|
deus|dĕus|1|||i, m.|
deveho|dēvĕho|19|dēvēx|dēvēct|is, ere, uexi, uectum|
deveneror|dēvĕnĕror=dēvĕnĕrŏr|24|||aris, ari|
devenio|dēvĕnĭo|21|dēvēn|dēvēnt|is, ire, ueni, uentum|
deversitor|dēversĭtor=dēvērsĭtŏr|5|dēvērsĭtōr||oris, m.|
deversor|dēversor=dēvērsŏr|5|dēvērsōr||oris, m.|
deverto|dēverto=dēvērto|19|dēvērt|dēvērs|is, ere, uerti, uersum|
devestio|dēvestĭo=dēvēstĭo|21|||is, ire|
devexus|dēvexus=dēvēxus|11|||a, um|
devincio|dēvincĭo=dēvīncĭo|21|dēvīnx|dēvīnct|is, ire, uinxi, uinctum|
devinco|dēvinco=dēvīnco|19|dēvīc|dēvīct|is, ere, uici, uictum|
devius|dēvĭus|11|||a, um|
devoco|dēvŏco|17|||as, are|
devolo|dēvŏlo|17|||as, are|
devolvo|dēvolvo=dēvōlvo|19|dēvōlv|dēvŏlūt|is, ere, ui, utum|
devoro|dēvŏro|17|||as, are|
devotio|dēvōtĭo=dēvōtĭō̆|5|dēvōtĭōn||ionis, f.|
devoveo|dēvŏvĕo|18|dēvōv|dēvōt|es, ere, uoui, uotum|
dexter|dexter=dēxtĕr|13|||tra, trum|
dextera|dextĕra=dēxtĕra|0|||cf. dextra|
dextra|dextra=dēxtră|0|||ou dextera, ae, f.|
dia|Dīa|0|||ae, f.|
diadema|dĭădēma|7|dĭădēmăt||atis, n.|
diaeta|dĭaeta=dĭāeta|0|||ae, f.|
dialecticus|dĭălectĭcus=dĭălēctĭcus|1|||i, m.|
dialis|dĭālis=dĭālĭs|14|dĭāl||e|
diana|Dĭāna|0|||ae, f.|
diarium|dĭārĭum=dĭārĭŭm|4|||i, n.|
diatriba|dĭatrĭba=dĭā̆trĭba|0|||ae, f.|
dicax|dĭcax=dĭcāx|15|dĭcāc||acis|
dicio|dĭcĭo=dĭcĭō̆|5|dĭcĭōn||onis, f.|
dico|dĭco|17|||as, are|
dico|dīco2|19|dīx|dīct|is, ere, dixi, dictum|
dictator|dictātor=dīctātŏr|5|dīctātōr||oris, m.|
dictatura|dictātūra=dīctātūra|0|||ae, f.|
dictio|dictĭo=dīctĭō̆|5|dīctĭōn||ionis, f.|
dictito|dictĭto=dīctĭto|17|||as, are|
dicto|dicto=dīcto|17|||as, are|
dictu|dictū=dīctū|30|||supin en u de dicere|
dictum|dictum=dīctŭm|4|||i, n.|
dido|dīdo|19|dīdĭd|dīdĭt|is, ere, dididi, diditum|
dido|Dīdō2|5|Dīdōn||onis, f.|
diduco|dīdūco|19|dīdūx|dīdūct|is, ere, duxi, ductum|
diecula|dĭēcŭla|0|||ae, f.|
dies|dĭes|10|||ei, m. et f.|
diespiter|Dĭespĭter=Dĭēspĭtĕr|5|Dĭēspī̆tr||tris, m.|
diffamo|diffāmo=dīffāmo|17|||as, are|
differentia|diffĕrentĭa=dīffĕrēntĭa|0|||ae, f.|
differo|diffĕro=dīffĕro|33|dīstŭl|dīlāt|fers, ferre, distuli, dilatum|
difficile|diffĭcĭlē=dīffĭcĭlē|31|||adv.|
difficilis|diffĭcĭlis=dīffĭcĭlĭs|14|dīffĭcĭl|dīffĭcīllĭm|e @ difficile,difficulter|
difficultas|diffĭcultās=dīffĭcūltās|5|dīffĭcūltāt||atis, f.|
difficulter|diffĭculter=dīffĭcūltĕr|32|||adv.|
diffido|diffīdo=dīffīdo|19||dīffīs|is, ere, fisus sum|
diffindo|diffindo=dīffīndo|19|||is, ere, fidi, fissum|
diffleo|diffleo=dīfflĕo|18|||es, ere|
diffluo|difflŭo=dīfflŭo|19|dīfflūx|dīfflūx|is, ere, fluxi, fluxum|
diffugio|diffŭgĭo=dīffŭgĭo|20|dīffūg||is, ere|
diffundo|diffundo=dīffūndo|19|dīffūd|dīffūs|is, ere, fudi, fusum|
diffutatus|diffŭtātus=dīffŭtātus|11|||cf. diffututus|
diffututus|diffŭtūtus=dīffŭtūtus|11|||a, um|
digero|dīgĕro|19|dīgēss|dīgēst|is, ere, gessi, gestum|
digitus|dĭgĭtus|1|||i, m.|
dignatio|dignātĭo=dīgnātĭō̆|5|dīgnātĭōn||ionis, f.|
dignitas|dignĭtās=dīgnĭtās|5|dīgnĭtāt||atis, f.|
digno|digno=dīgno|17|||as, are|
dignor|dignor=dīgnŏr|24|||aris, ari|
dignus|dignus=dīgnus|11|||a, um|
digredior|dīgrĕdĭor=dīgrĕdĭŏr|27||dīgrēss|eris, i, gressus sum|
dijudico|dījūdĭco|17|||as, are|
dijungo|dījungo=dījūngo|19|dījūnx|dījūnct|is, ere, iunxi, iunctum|
dilabor|dīlābor=dīlābŏr|26||dīlāps|eris, i, lapsus sum|
dilacero|dīlăcĕro|17|||as, are|
dilargior|dīlargĭor=dīlārgĭŏr|28||dīlārgīt|iris, iri, itus sum|
dilatio|dīlātĭo=dīlātĭō̆|5|dīlātĭōn||ionis, f.|
dilectus|dīlectus=dīlēctus|9|||us, m.|
diligens|dīlĭgens=dīlĭgēns|14|dīlĭgēnt||entis @ diligenter|
diligenter|dīlĭgenter=dīlĭgēntĕr|32|||adv.|
diligentia|dīlĭgentĭa=dīlĭgēntĭa|0|||ae, f.|
diligo|dīlĭgo|19|dīlēx|dīlēct|is, ere, legi, lectum|
dilorico|dīlōrīco|17|||as, are|
dilucesco|dīlūcesco=dīlūcēsco|19|dīlūx||is, ere, luxi, -|
diluo|dīlŭo|19|dīlŭ|dīlūt|is, ere, dilui, dilutum|
diluvium|dīlŭvĭum=dīlŭvĭŭm|4|||i, n.|
dimetior|dīmētĭor=dīmētĭŏr|28||dīmēns|iris, iri, mensus sum|
dimicatio|dīmĭcātĭo=dīmĭcātĭō̆|5|dīmĭcātĭōn||ionis, f.|
dimico|dīmĭco|17|||as, are|
dimidio|dīmĭdĭo|17|||as, are|
dimidius|dīmĭdĭus|11|||a, um|
diminuo|dīmĭnŭo|19|dīmĭnŭ|dīmĭnŭt|is, ere, minui, minutum|
dimitto|dīmitto=dīmītto|19|dīmīs|dīmīss|is, ere, misi, missum|
dimoveo|dīmŏvĕo|18|dīmōv|dīmōt|es, ere, moui, motum|
dinosco|dīnosco=dīnōsco|19|||is, ere, oui, otum|
dio|dĭŏ|30|||inv.|
diogenes|Dĭŏgĕnes=Dĭŏgĕnēs|6|Dĭŏgĕn||is, m.|
diomedes|Dĭŏmēdes=Dĭŏmēdēs|6|Dĭŏmēd||is, m.|
dionysius|Dĭŏnȳsĭus|1|||i, m.|
diota|dĭōta|0|||ae, f.|
dipondium|dĭpondĭum=dĭpōndĭŭm|4|||cf. dipundius|
dipondius|dĭpondius=dĭpōndĭus|1|||cf. dipundius|
dipundius|dĭpundius=dĭpūndĭus|1|||i, m.|
dirce|Dircē=Dīrcē|102|||es, f.|
diremptio|dĭremptĭo=dĭrēmptĭō̆|5|dĭrēmptĭōn||ionis, f.|
direptio|dīreptĭo=dīrēptĭō̆|5|dīrēptĭōn||ionis, f.|
direptor|dīreptor=dīrēptŏr|5|dīrēptōr||oris, m.|
dirigo|dīrĭgo|19|dīrēx|dīrēct|is, ere, direxi, directum|
dirimo|dĭrĭmo|19|dĭrēm|dĭrēmpt|is, ere, emi, emptum|
diripio|dīrĭpĭo|20|dīrĭpŭ|dīrēpt|is, ere, ripui, reptum|
dirumpo|dīrumpo=dīrūmpo|19|dīrūp|dīrūpt|cf. disrumpo|
diruo|dīrŭo|19|dīrŭ|dīrŭt|is, ere, rui, rutum|
dirus|dīrus|11|||a, um|
dis|Dīs|5|Dīt||Ditis, m.|
discedo|discēdo=dīscēdo|19|dīscēss|dīscēss|is, ere, cessi, cessum|
discens|discens=dīscēns|6|dīscēnt||entis, m.|
disceptatio|disceptātĭo=dīscēptātĭō̆|5|dīscēptātĭōn||ionis, f.|
discepto|discepto=dīscēpto|17|||as, are|
discerno|discerno=dīscērno|19|dīscrēv|dīscrēt|is, ere, creui, cretum|
discerpo|discerpo=dīscērpo|19|dīscērps|dīscērpt|is, ere, cerpsi, cerptum|
discessio|discessĭo=dīscēssĭō̆|5|dīscēssĭōn||ionis, f.|
discessus|discessus=dīscēssus|9|||us, m.|
discidium|discĭdĭum=dīscĭdĭŭm|4|||i, n.|
discindo|dīscindo=dīscīndo|19|dīscĭd|dīscīss|is, ere, scidi, scissum|
discingo|discingo=dīscīngo|19|dīscīnx|dīscīnct|is, ere, cinxi, cinctum|
disciplina|disciplīna=dīscī̆plīna|0|||ae, f.|
discipula|discĭpŭla=dīscĭpŭla|0|||ae, f.|
discipulus|discĭpŭlus=dīscĭpŭlus|1|||i, m.|
disco|disco=dīsco|19|dĭdĭc||is, ere, didici|
discolor|discŏlor=dīscŏlŏr|15|dīscŏlōr||oris|
discordia|discordĭa=dīscōrdĭa|0|||ae, f.|
discordo|discordo=dīscōrdo|17|||as, are|
discors|discors=dīscōrs|14|dīscōrd||ordis|
discrepo|discrĕpo=dīscrĕpo|17|||as, are|
discretim|discrētim=dīscrētĭm|30|||adv.|
discribo|dīscrībo|19|dīscrīps|dīscrīpt|is, ere, scripsi, scriptum|
discrimen|discrīmĕn=dīscrīmĕn|7|dīscrīmĭn||inis, n.|
discrimino|discrīmĭno=dīscrīmĭno|17|||as, are|
discumbo|discumbo=dīscūmbo|19|dīscŭbŭ|dīscŭbĭt|is, ere, cubui, cubitum|
discurro|discurro=dīscūrro|19|dīscūrs|dīscūrs|is, ere, cursi, cursum|
discurso|discurso=dīscūrso|17|||as, are|
discursus|discursus=dīscūrsus|9|||us, m.|
discus|discus=dīscus|1|||i, m.|
discutio|discŭtĭo=dīscŭtĭo|20|dīscūss|dīscūss|is, ere, ussi, ussum|
diserte|dĭsertē=dĭsērtē|31|||adv.|
disertus|dĭsertus=dĭsērtus|11|||a, um @ diserte|
disicio|dīsĭcĭo|20|dīsjēc|dīsjēct|is, ere, ieci, iectum|
disjungo|disjungo=dīsjūngo|19|dīsjūnx|dīsjūnct|is, ere, iunxi, iunctum|
dispar|dispār=dīspār|15|dīspăr||aris|
dispendium|dispendĭum=dīspēndĭŭm|4|||i, n.|
dispensator|dispensātor=dīspēnsātŏr|5|dīspēnsātōr||oris, m|
dispenso|dispenso=dīspēnso|17|||as, are|
dispereo|dispĕrĕo=dīspĕrĕo|23|dīspĕrĭ|dīspĕrĭt|is, ire, ii, itum|
dispergo|dispergo=dīspērgo|19|dīspērs|dīspērs|is, ere, spersi, spersum|
dispertio|dispertĭo=dīspērtĭo|21|dīspērtīv,dīspērtĭ|dīspērtīt|is, ire, ii (-iui), itum|
dispicio|dispĭcĭo=dīspĭcĭo|20|dīspēx|dīspēct|is, ere, spexi, spectum|
displiceo|displĭcĕo=dīsplĭcĕo|18|dīsplĭcŭ||es, ere, cui, citum|
dispono|dispōno=dīspōno|19|dīspōsŭ|dīspōsĭt|is, ere, posui, positum|
dispositio|dispŏsĭtĭo=dīspŏsĭtĭō̆|5|dīspŏsĭtĭōn||ionis, f.|
dispudet|dispŭdet=dīspŭdĕt|18|||(me)|
disputatio|dispŭtātĭo=dīspŭtātĭō̆|5|dīspŭtātĭōn||ionis, f.|
disputo|dispŭto=dīspŭto|17|||as, are|
disquisitio|disquīsītĭo=dīsquīsītĭō̆|5|dīsquīsītĭōn||ionis, f.|
disrumpo|disrumpo=dīsrūmpo|19|dīsrūp|dīsrūpt|is, ere, psi, ptum|
dissaepio|dissaepĭo=dīssāepĭo|21|dīssāeps|dīssāept|is, ire, psi, ptum|
dissemino|dissēmĭno=dīssēmĭno|17|||as, are|
dissensio|dissensĭo=dīssēnsĭō̆|5|dīssēnsĭōn||ionis, f.|
dissentio|dissentĭo=dīssēntĭo|21|dīssēns|dīssēns|is, ire, sensi, sensum|
dissero|dissĕro=dīssĕro|19|dīssĕrŭ|dīssērt|is, ere, serui, sertum|
dissico|dissĭco=dīssĭco|19|||is, ere|
dissideo|dissĭdĕo=dīssĭdĕo|18|dīssēd|dīssēss|es, ere, sedi, sessum|
dissignator|dissignātor=dīssīgnātŏr|5|dīssīgnātōr||oris, m.|
dissigno|dissigno=dīssīgno|17|||as, are|
dissimilis|dissĭmĭlis=dīssĭmĭlĭs|14|dīssĭmĭl|dīssĭmīllĭm|e|
dissimilitudo|dissĭmĭlĭtūdō=dīssĭmĭlĭtūdō|5|dīssĭmĭlĭtūdĭn||tudinis, f.|
dissimulanter|dissĭmŭlanter=dīssĭmŭlāntĕr|32|||adv.|
dissimulatio|dissĭmŭlātĭo=dīssĭmŭlātĭō̆|5|dīssĭmŭlātĭōn||inis, f.|
dissimulator|dissĭmŭlātor=dīssĭmŭlātŏr|5|dīssĭmŭlātōr||oris, m|
dissimulo|dissĭmŭlo=dīssĭmŭlo|17|||as, are|
dissipo|dissĭpo=dīssĭpo|17|||as, are|
dissocio|dissŏcĭo=dīssŏcĭo|17|||as, are|
dissolutio|dissŏlūtĭo=dīssŏlūtĭō̆|5|dīssŏlūtĭōn||ionis, f.|
dissolvo|dissolvo=dīssōlvo|19|dīssōlv|dīssŏlūt|is, ere, solui, solutum|
dissonus|dissŏnus=dīssŏnus|11|||a, um|
dissuadeo|dissuādĕo=dīssŭādĕo|18|dīssŭās|dīssŭās|es, ere, suasi, suasum|
dissuasor|dissuāsor=dīssŭāsŏr|5|dīssŭāsōr||oris, m.|
distentus|distentus=dīstēntus|11|||a, um|
distichon|distĭchon=dīstĭchon|4|||i, n.|
distichum|distĭchum=dīstĭchŭm|4|||cf. distichon|
distinguo|distinguo=dīstīngŭo|19|dīstīnx|dīstīnct|is, ere, stinxi, stinctum|
disto|disto=dīsto|17|||as, are|
distraho|distrăho=dīstrăho|19|dīstrāx|dīstrāct|is, ere, traxi, tractum|
distribuo|distrĭbŭo=dīstrĭbŭo|19|dīstrĭbŭ|dīstrĭbūt|is, ere, tribui, tributum|
distributio|distrĭbūtĭo=dīstrĭbūtĭō̆|5|dīstrĭbūtĭōn||ionis, f.|
distringo|distringo=dīstrīngo|19|dīstrīnx|dīstrīct|is, ere, strinxi, strictum|
disturbatio|disturbātĭo=dīstūrbātĭō̆|5|dīstūrbātĭōn||onis, f.|
disturbo|disturbo=dīstūrbo|17|||as, are|
diu|dĭū|31|||adv.|
diurnus|dĭurnus=dĭūrnus|11|||a, um|
diutinus|dĭūtĭnus|11|||a, um|
diuturnitas|dĭūturnĭtās=dĭūtūrnĭtās|5|dĭūtūrnĭtāt||atis, f.|
diuturnus|dĭūturnus=dĭūtūrnus|11|||a, um|
diva|dīva|0|||ae, f.|
divello|dīvello=dīvēllo|19|dīvēll|dīvūls,dīvōls|is, ere, uelli, uulsum|
divendo|dīvendo=dīvēndo|19||dīvēndĭt|is, ere, -, uenditum|
diversitas|dīversĭtās=dīvērsĭtās|5|dīvērsĭtāt||atis, f.|
diversorius|dīversōrius=dīvērsōrĭus|11|||a, um|
diversus|dīversus=dīvērsus|11|||a, um|
dives|dīvĕs|15|dīvĭt,dīt||itis|
diviciacus|Dīvĭcĭācus|1|||i, m.|
divido|dīvĭdo|19|dīvīs|dīvīs|is, ere, uisi, uisum|
divinatio|dīvīnātĭo=dīvīnātĭō̆|5|dīvīnātĭōn||onis, f.|
divine|dīvīnē|31|||adv.|
divinitas|dīvīnĭtās|5|dīvīnĭtāt||atis, f.|
divinitus|dīvīnĭtus|30|||adv.|
divinus|dīvīnus|11|||a, um @ diuine|
divisio|dīvīsĭo=dīvīsĭō̆|5|dīvīsĭōn||ionis, f.|
divisus|dīvīsus|11|||a, um|
divitiae|dīvĭtĭae=dīvĭtĭāe|0|||arum, f. pl.|
divorsus|dīvorsus=dīvōrsus|11|||cf. diuersus|
divortium|dīvortĭum=dīvōrtĭŭm|4|||ii, n.|
divorto|dīvorto=dīvōrto|19|dīvōrt|dīvōrs|is, ere, ti, sum|
divus|dīvus|11|||a, um|
divus|dīvus2|1|||i, m.|
do|do=dō|17|dĕd|dăt|das, dare, dedi, datum|
doceo|dŏcĕo|18|dŏcŭ|dōct|es, ere, cui, ctum|
docilis|dŏcĭlis=dŏcĭlĭs|14|dŏcĭl||e|
docte|doctē=dōctē|31|||adv.|
doctor|doctor=dōctŏr|5|dōctōr||oris, m.|
doctrina|doctrīna=dōctrīna|0|||ae, f.|
doctus|doctus=dōctus|11|||a, um @ docte|
documentum|dŏcŭmentum=dŏcŭmēntŭm|4|||i, n.|
dodrans|dōdrans=dōdrāns|6|dōdrānt||antis|
dolens|dŏlens=dŏlēns|14|dŏlēnt||dolentis|
doleo|dŏlĕo|18|dŏlŭ|dŏlĭt|es, ere, ui, itum|
dolium|dōlĭum=dōlĭŭm|4|||ii, n.|
dolopes|Dŏlŏpes=Dŏlŏpēs|5|Dŏlŏp||um, m. pl.|
dolor|dŏlor=dŏlŏr|5|dŏlōr||oris, m.|
dolose|dŏlōsē|31|||adv.|
dolosus|dŏlōsus|11|||a, um @ dolose|
dolus|dŏlus|1|||i, m.|
domesticus|dŏmestĭcus=dŏmēstĭcus|11|||a, um|
domi|dŏmī|30|||adv.|
