mutilus|mutilus, mutila, mutilum : a
muto|mu_to_, mu_ta_re, mu_ta_vi_, mu_ta_tum : v1
mutuatio|mu_tua_tio_, mu_tua_tio_nis : f
mutuor|mu_tuor, mu_tua_ri_, mu_tua_tus sum : v1 dep
mutus|mu_tus, mu_ta, mu_tum : a
mutuus|mu_tuus, mu_tua, mu_tuum : a
myoparon|myoparo_n, myoparo_nis : m
myrice|myri_ce_, myri_ce_s : f
myrra|myrra, myrrae : f
myrrha|myrrha, myrrhae : f
myrtetum|myrte_tum, myrte_ti_ : n
myrteus|myrteus, myrtea, myrteum : a
myrtum|myrtum, myrti_ : n
myrtus|myrtus, myrti_ : f
mysterium|myste_rium, myste_r(i)i_ : n
mysticus|mysticus, mystica, mysticum : a
naevus|naevus, naevi_ : m
naias|Na_ias, Na_iadis : f
nais|Na_is, Na_idis :f
nais|Na_is, Na_idos : f
nam|nam : conj
namque|namque : conj
nanciscor|nanci_scor, nanci_sci_, nactus/na_nctus sum : v3 dep
nardum|nardum, nardi_ : n
nardus|nardus, nardi_ : f
naris|na_ris, na_ris : f
narrabilis|na_rra_bilis, na_rra_bile : a
narratio|na_rra_tio_, na_rra_tio_nis : f
narratus|na_rra_tus, na_rra_tu_s : m
narro|na_rro_, na_rra_re, na_rra_vi_, na_rra_tum : v1
nascor|na_scor, na_sci_, na_tus sum : v3 dep
nasus|na_sus, na_si_ : m
nasutus|na_su_tus, na_su_ta, na_su_tum : a
nata|na_ta, na_tae : f
natales|na_ta_le_s, na_ta_lium : mpl
natalis|na_ta_lis, na_ta_lis : m
natalis|na_ta_lis, na_ta_le : a
natator|nata_tor, nata_to_ris : m
nates|nate_s, natium : fpl
natio|na_tio_, na_tio_nis : f
nativus|na_ti_vus, na_ti_va, na_ti_vum : a
nato|nato_, nata_re, nata_vi_, nata_tum : v1
natura|na_tu_ra, na_tu_rae : f
naturalis|na_tu_ra_lis, na_tu_ra_le : a
natus|na_tus, na_ti_ : m
natus|na_tus, na_ta, na_tum : a
naufragium|naufragium, naufrag(i)i_ : n
naufragus|naufragus, naufraga, naufragum : a
nausea|nausea, nauseae : f
nauseo|nauseo_, nausea_re, nausea_vi_, nausea_tum : v1
nauta|nauta, nautae : m
nauticus|nauticus, nautica, nauticum : a
navale|na_va_le, na_va_lis : n
navalis|na_va_lis, na_va_le : a
navicula|na_vicula, na_viculae : f
navifragus|na_vifragus, na_vifraga, na_vifragum : a
navigabilis|na_viga_bilis, na_viga_bile : a
navigatio|na_viga_tio_, na_viga_tio_nis : f
naviger|na_viger, na_vigera, na_vigerum : a
navigium|na_vigium, na_vig(i)i_ : n
navigo|na_vigo_, na_viga_re, na_viga_vi_, na_viga_tum : v1
navis|na_vis, na_vis : f
navita|na_vita, na_vitae : m
naviter|na_viter : adv
navo|na_vo_, na_va_re, na_va_vi_, na_va_tum : v1
navus|na_vus, na_va, na_vum : a
ne|ne_ : particle
ne|ne_ : adv/conj
nebula|nebula, nebulae : f
nebulo|nebulo_, nebulo_nis : m
nec|nec : adv/conj
necdum|necdum : conj
necessarius|necessa_rius, necessa_r(i)i_ : m
necessarius|necessa_rius, necessa_ria, necessa_rium : a
necesse|necesse : adv
necessitas|necessita_s, necessita_tis : f
necessitudo|necessitu_do_, necessitu_dinis : f
necne|necne : conj
necnon|necno_n : conj
neco|neco_, neca_re, neca_vi_, neca_tum : v1
necopinans|necopi_na_ns, necopi_nantis : a
necopinatus|necopi_na_tus, necopi_na_ta, necopi_na_tum : a
necopinus|necopi_nus, necopi_na, necopi_num : a
nectar|nectar, nectaris : n
nectareus|nectareus, nectarea, nectareum : a
necto|necto_, nectere, nexui_/nexi_, nexum : v3
necubi|ne_cubi : adv
necunde|ne_cunde : adv
nedum|ne_dum : conj
nefandus|nefandus, nefanda, nefandum : a
nefarius|nefa_rius, nefa_ria, nefa_rium : a
nefas|nefa_s : n indec
nefastus|nefa_stus, nefa_sta, nefa_stum : a
negito|negito_, negita_re, negita_vi_, negita_tum : v1
neglegens|neglege_ns, neglegentis : a
neglegentia|neglegentia, neglegentiae : f
neglego|neglego_, neglegere, negle_xi_, negle_ctum : v3
nego|nego_, nega_re, nega_vi_, nega_tum : v1
negotiator|nego_tia_tor, nego_tia_to_ris : m
negotior|nego_tior, nego_tia_ri_, nego_tia_tus sum : v1 dep
negotiosus|nego_tio_sus, nego_tio_sa, nego_tio_sum : a
negotium|nego_tium, nego_t(i)i_ : n
nemo|ne_mo_, ne_minis : m/f
nemoralis|nemora_lis, nemora_le : a
nemorivagus|nemorivagus, nemorivaga, nemorivagum : a
nemorosus|nemoro_sus, nemoro_sa, nemoro_sum : a
nempe|nempe : conj
nemus|nemus, nemoris : n
nenia|ne_nia, ne_niae : f
neo|neo_, ne_re, ne_vi_, ne_tum : v2
nepos|nepo_s, nepo_tis : m
neptis|neptis, neptis : f
neptunus|Neptu_nus, Neptu_ni_ : m
nequam|ne_quam : a indec
nequaquam|ne_qua_quam : adv
neque|neque : adv/conj
nequedum|nequedum : conj
nequeo|nequeo_, nequi_re, nequi_vi_/nequii_, nequi_tum : v5
nequicquam|ne_quicquam : adv
nequiquam|ne_qui_quam : adv
nequiter|ne_quiter : adv
nequitia|ne_quitia, ne_quitiae : f
nequities|ne_quitie_s, ne_quitie_i_ : f
nereis|Ne_re_is, Ne_re_idos : f
nereus|Ne_reus, Ne_reiNe_reos : m
nervosus|nervo_sus, nervo_sa, nervo_sum : a
nervus|nervus, nervi_ : m
nescio|nescio_, nesci_re, nesci_vi_/nescii_, nesci_tum : v4
nescius|nescius, nescia, nescium : a
neu|neu : adv
neuter|neuter, neutra, neutrum : a
neutro|neutro_ : adv
neve|ne_ve : adv
nex|nex, necis : f
nexilis|nexilis, nexile : a
nexum|nexum, nexi_ : n
nexus|nexus, nexu_s : m
nexus|nexus, nexi_ : m
ni|ni_ : adv/conj
nicto|nicto_, nicta_re, nicta_vi_, nicta_tum : v1
nidor|ni_dor, ni_do_ris : m
nidus|ni_dus, ni_di_ : m
niger|niger, nigra, nigrum : a
nigrans|nigra_ns, nigrantis : a
nigresco|nigre_sco_, nigre_scere, nigrui_ : v3
nigro|nigro_, nigra_re, nigra_vi_, nigra_tum : v1
nihil|nihil : adv
nihil|nihil : n indec
nihilominus|nihilo_minus : adv
nihilum|nihilum : adv
nihilum|nihilum, nihili_ : n
nil|ni_l : n indec
nimbosus|nimbo_sus, nimbo_sa, nimbo_sum : a
nimbus|nimbus, nimbi_ : m
nimio|nimio_ : adv
nimirum|ni_mi_rum : adv
nimis|nimis : adv
nimium|nimium : adv
nimius|nimius, nimia, nimium : a
ningit|ningit, ningere, ninxit : v3 impers
nisi|nisi : conj
nisus|ni_sus, ni_su_s : m
niteo|niteo_, nite_re, nitui_ : v2
nitesco|nite_sco_, nite_scere : v3
nitidus|nitidus, nitida, nitidum : a
nitor|ni_tor, ni_ti_, ni_sus/ni_xus sum : v3 dep
nitor|nitor, nito_ris : m
nivalis|niva_lis, niva_le : a
niveus|niveus, nivea, niveum : a
nivosus|nivo_sus, nivo_sa, nivo_sum : a
nix|nix, nivis : f
nixus|nixus, nixu_s : m
no|no_, na_re, na_vi_, na_tum : v1
nobilis|no_bilis, no_bilis : m
nobilis|no_bilis, no_bile : a
nobilitas|no_bilita_s, no_bilita_tis : f
nobilito|no_bilito_, no_bilita_re, no_bilita_vi_, no_bilita_tum : v1
noceo|noceo_, noce_re, nocui_, nocitum : v2
noctivagus|noctivagus, noctivaga, noctivagum : a
noctu|noctu_ : adv
noctua|noctua, noctuae : f
nocturnus|nocturnus, nocturna, nocturnum : a
nodo|no_do_, no_da_re, no_da_vi_, no_da_tum : v1
nodosus|no_do_sus, no_do_sa, no_do_sum : a
nodus|no_dus, no_di_ : m
nolo|no_lo, no_lle, no_lui_ : v5
nomen|no_men, no_minis : n
nominatim|no_mina_tim : adv
nominatio|no_mina_tio_, no_mina_tio_nis : f
nominito|no_minito_, no_minita_re, no_minita_vi_, no_minita_tum : v1
nomino|no_mino_, no_mina_re, no_mina_vi_, no_mina_tum : v1
non|no_n : adv
nonae|No_nae, No_na_rum : fpl
nonaginta|no_na_ginta_ : a indec
nonanus|no_na_nus, no_na_na, no_na_num : a
nondum|no_ndum : adv
nongenti|no_ngenti_, no_ngentae, no_ngenta : a
nonne|no_nne : adv
nonnemo|no_nne_mo_, no_nne_minis : m/f
nonnihil|no_nnihil : adv
nonnihil|no_nnihil : n indec
nonnullus|no_nnu_llus, no_nnu_lla, no_nnu_llum : a
nonnunquam|no_nnunquam : adv
nonus|no_nus, no_na, no_num : a
norma|norma, normae : f
nos|no_s : pn
noscito|no_scito_, no_scita_re, no_scita_vi_, no_scita_tum : v1
nosco|no_sco_, no_scere, no_vi_, no_tum : v3
noster|noster, nostra, nostrum : a
nota|nota, notae : f
notabilis|nota_bilis, nota_bile : a
notatio|nota_tio_, nota_tio_nis : f
notesco|no_te_sco_, no_te_scere, no_tui_ : v3
nothus|nothus, notha, nothum : a
notio|no_tio_, no_tio_nis : f
notitia|no_titia, no_titiae : f
notities|no_titie_s, no_titie_i_ : f
noto|noto_, nota_re, nota_vi_, nota_tum : v1
notus|Notus, Noti_ : m
notus|no_tus, no_ta, no_tum : a
novacula|nova_cula, nova_culae : f
novale|nova_le, nova_lis : n
novalis|nova_lis, nova_lis : f
novellus|novellus, novella, novellum : a
novem|novem : a indec
november|November, Novembris : m
novendialis|novendia_lis, novendia_le : a
novenus|nove_nus, nove_na, nove_num : a
noverca|noverca, novercae : f
noviens|novie_ns : adv
novies|novie_s : adv
novissimus|novissimus, novissima, novissimum : a
novitas|novita_s, novita_tis : f
novo|novo_, nova_re, nova_vi_, nova_tum : v1
novus|novus, nova, novum : a
nox|nox, noctis : f
noxa|noxa, noxae : f
noxia|noxia, noxiae : f
noxius|noxius, noxia, noxium : a
nubes|nu_be_s, nu_bis : f
nubifer|nu_bifer, nu_bifera, nu_biferum : a
nubigena|nu_bigena, nu_bigenae : m
nubilis|nu_bilis, nu_bile : a
nubilum|nu_bilum, nu_bili_ : n
nubilus|nu_bilus, nu_bila, nu_bilum : a
nubo|nu_bo_, nu_bere, nu_psi_, nu_ptum : v3
nudo|nu_do_, nu_da_re, nu_da_vi_, nu_da_tum : v1
nudus|nu_dus, nu_da, nu_dum : a
nugae|nu_gae, nu_ga_rum : fpl
nugator|nu_ga_tor, nu_ga_to_ris : m
nugatorius|nu_ga_to_rius, nu_ga_to_ria, nu_ga_to_rium : a
nugor|nu_gor, nu_ga_ri_, nu_ga_tus sum : v1 dep
nullus|nu_llus, nu_lla, nu_llum : a
num|num : particle
numen|nu_men, nu_minis : n
numerabilis|numera_bilis, numera_bile : a
numero|numero_, numera_re, numera_vi_, numera_tum : v1
numerosus|numero_sus, numero_sa, numero_sum : a
numerus|numerus, numeri_ : m
nummatus|numma_tus, numma_ta, numma_tum : a
nummus|nummus, nummi_ : m
numquam|numquam : adv
numus|nu_mus, nu_mi_ : m
nunc|nunc : adv
nunciam|nunciam : adv
nuncupo|nuncupo_, nuncupa_re, nuncupa_vi_, nuncupa_tum : v1
nundinae|nu_ndinae, nu_ndina_rum : fpl
nundinor|nundinor, nundina_ri_, nundina_tus sum : v1 dep
nundinum|nu_ndinum, nu_ndini_ : n
nunquam|nunquam : adv
nuntio|nu_ntio_, nu_ntia_re, nu_ntia_vi_, nu_ntia_tum : v1
nuntius|nu_ntius, nu_nt(i)i_ : m
nuntius|nu_ntius, nu_ntia, nu_ntium : a
nuper|nu_per : adv
nupta|nu_pta, nu_ptae : f
nuptiae|nu_ptiae, nu_ptia_rum : fpl
nuptialis|nu_ptia_lis, nu_ptia_le : a
nurus|nurus, nuru_s : f
nusquam|nusquam : adv
nuto|nu_to_, nu_ta_re, nu_ta_vi_, nu_ta_tum : v1
nutricius|nu_tri_cius, nu_tri_c(i)i_ : m
nutricula|nu_tri_cula, nu_tri_culae : f
nutrimen|nu_tri_men, nu_tri_minis : n
nutrimentum|nu_tri_mentum, nu_tri_menti_ : n
nutrio|nu_trio_, nu_tri_re, nu_tri_vi_/nu_trii_, nu_tri_tum : v4
nutrix|nu_trix, nu_tri_cis : f
nutus|nu_tus, nu_tu_s : m
nux|nux, nucis : f
nympha|nympha, nymphae : f
nymphe|nymphe_, nymphe_s : f
o|o_ : int
ob|ob : prep with acc
obaeratus|obaera_tus, obaera_ti_ : m
obaeratus|obaera_tus, obaera_ta, obaera_tum : a
obambulo|obambulo_, obambula_re, obambula_vi_, obambula_tum : v1
obarmo|obarmo_, obarma_re, obarma_vi_, obarma_tum : v1
obaro|obaro_, obara_re, obara_vi_, obara_tum : v1
obcaeco|obcaeco_, obcaeca_re, obcaeca_vi_, obcaeca_tum : v1
obcallesco|obcalle_sco_, obcalle_scere, obcallui_ : v3
obcumbo|obcumbo_, obcumbere, obcubui_, obcubitum : v3
obcurro|obcurro_, obcurrere, obcurri_/obcucurri_, obcursum : v3
obcurso|obcurso_, obcursa_re, obcursa_vi_, obcursa_tum : v1
obdo|obdo_, obdere, obdidi_, obditum : v3
obduco|obdu_co_, obdu_cere, obdu_xi_, obductum : v3
obduresco|obdu_re_sco_, obdu_re_scere, obdu_rui_ : v3
obduro|obdu_ro_, obdu_ra_re, obdu_ra_vi_, obdu_ra_tum : v1
obeo|obeo_, obi_re, obi_vi_/obii_, obitum : v5
obequito|obequito_, obequita_re, obequita_vi_, obequita_tum : v1
obesus|obe_sus, obe_sa, obe_sum : a
obex|obex, obicis : m/f
obfero|obfero_, obferre, obtuli_, obla_tum : v5
obfundo|obfundo_, obfundere, obfu_di_, obfu_sum : v3
obicio|obicio_, obicere, obje_ci_, objectum : v3
obitus|obitus, obitu_s : m
obiurgo|obiurgo_, obiurga_re, obiurga_vi_, obiurga_tum : v1
objaceo|objaceo_, objace_re, objacui_ : v2
objecto|objecto_, objecta_re, objecta_vi_, objecta_tum : v1
objectus|objectus, objectu_s : m
oblectamen|oblecta_men, oblecta_minis : n
oblectamentum|oblecta_mentum, oblecta_menti_ : n
oblectatio|oblecta_tio_, oblecta_tio_nis : f
oblecto|oblecto_, oblecta_re, oblecta_vi_, oblecta_tum : v1
obligo|obligo_, obliga_re, obliga_vi_, obliga_tum : v1
oblimo|obli_mo_, obli_ma_re, obli_ma_vi_, obli_ma_tum : v1
oblino|oblino_, oblinere, oble_vi_/obli_vi_, oblitum : v3
obliquus|obli_quus, obli_qua, obli_quum : a
oblittero|oblittero_, oblittera_re, oblittera_vi_, oblittera_tum : v1
oblivio|obli_vio_, obli_vio_nis : f
obliviscor|obli_vi_scor, obli_vi_sci_, obli_tus sum : v3 dep
oblivium|obli_vium, obli_v(i)i_ : n
obloquor|obloquor, obloqui_, oblocu_tus sum : v3 dep
obluctor|obluctor, oblucta_ri_, oblucta_tus sum : v1 dep
obmolior|obmo_lior, obmo_li_ri_, obmo_li_tus sum : v4 dep
obmurmuro|obmurmuro_, obmurmura_re, obmurmura_vi_, obmurmura_tum : v1
obmutesco|obmu_te_sco_, obmu_te_scere, obmu_tui_ : v3
obnitor|obni_tor, obni_ti_, obni_sus/obni_xus sum : v3 dep
obnoxius|obnoxius, obnoxia, obnoxium : a
obnubo|obnu_bo_, obnu_bere, obnu_psi_, obnu_ptum : v3
obnuntio|obnu_ntio_, obnu_ntia_re, obnu_ntia_vi_, obnu_ntia_tum : v1
oboediens|oboedie_ns, oboedientis : a
oboedio|oboedio_, oboedi_re, oboedi_vi_/oboedii_, oboedi_tum : v4
oborior|oborior, obori_ri_, obortus sum : v4 dep
obpeto|obpeto_, obpetere, obpeti_vi_/obpetii_, obpeti_tum : v3
obpono|obpo_no_, obpo_nere, obposui_, obpositum : v3
obprimo|obprimo_, obprimere, obpressi_, obpressum : v3
obprobrium|obprobrium, obprobr(i)i_ : n
obpugnatio|obpugna_tio_, obpugna_tio_nis : f
obpugnator|obpugna_tor, obpugna_to_ris : m
obpugno|obpugno_, obpugna_re, obpugna_vi_, obpugna_tum : v1
obrepo|obre_po_, obre_pere, obre_psi_, obre_ptum : v3
obruo|obruo_, obruere, obrui_, obrutum : v3
obsaepio|obsaepio_, obsaepi_re, obsaepsi_, obsaeptum : v4
obscenus|obsce_nus, obsce_na, obsce_num : a
obscuritas|obscu_rita_s, obscu_rita_tis : f
obscuro|obscu_ro_, obscu_ra_re, obscu_ra_vi_, obscu_ra_tum : v1
obscurus|obscu_rus, obscu_ra, obscu_rum : a
obsecratio|obsecra_tio_, obsecra_tio_nis : f
obsecro|obsecro_, obsecra_re, obsecra_vi_, obsecra_tum : v1
obsequenter|obsequenter : adv
obsequium|obsequium, obsequ(i)i_ : n
obsequor|obsequor, obsequi_, obsecu_tus sum : v3 dep
obsero|obsero_, obserere, obse_vi_, obsitum : v3
obsero|obsero_, obsera_re, obsera_vi_, obsera_tum : v1
observo|observo_, observa_re, observa_vi_, observa_tum : v1
obses|obses, obsidis : m/f
obsessio|obsessio_, obsessio_nis : f
obsessor|obsessor, obsesso_ris : m
obsideo|obsideo_, obside_re, obse_di_, obsessum : v2
obsidio|obsidio_, obsidio_nis : f
obsidium|obsidium, obsid(i)i_ : n
obsido|obsi_do_, obsi_dere : v3
obsigno|obsigno_, obsigna_re, obsigna_vi_, obsigna_tum : v1
obsisto|obsisto_, obsistere, obstiti_, obstitum : v3
obsitus|obsitus, obsita, obsitum : a
obsolesco|obsole_sco_, obsole_scere, obsole_vi_, obsole_tum : v3
obsoletus|obsole_tus, obsole_ta, obsole_tum : a
obstetrix|obstetrix, obstetri_cis : f
obstinatio|obstina_tio_, obstina_tio_nis : f
obstinatus|obstina_tus, obstina_ta, obstina_tum : a
obstino|obstino_, obstina_re, obstina_vi_, obstina_tum : v1
obstipesco|obstipe_sco_, obstipe_scere, obstipui_ : v3
obstipus|obsti_pus, obsti_pa, obsti_pum : a
obsto|obsto_, obsta_re, obstiti_, obsta_tum : v1
obstrepo|obstrepo_, obstrepere, obstrepui_, obstrepitum : v3
obstringo|obstringo_, obstringere, obstri_nxi_, obstrictum : v3
obstruo|obstruo_, obstruere, obstru_xi_, obstru_ctum : v3
obstupefacio|obstupefacio_, obstupefacere, obstupefe_ci_, obstupefactum : v3
obstupesco|obstupe_sco_, obstupe_scere, obstupui_ : v3
obsum|obsum, obesse, obfui_/offui_ : v5
obsuo|obsuo_, obsuere, obsui_, obsu_tum : v3
obtego|obtego_, obtegere, obte_xi_, obte_ctum : v3
obtempero|obtempero_, obtempera_re, obtempera_vi_, obtempera_tum : v1
obtendo|obtendo_, obtendere, obtendi_, obtentum : v3
obtentus|obtentus, obtentu_s : m
obtero|obtero_, obterere, obtri_vi_, obtri_tum : v3
obtestatio|obtesta_tio_, obtesta_tio_nis : f
obtestor|obtestor, obtesta_ri_, obtesta_tus sum : v1 dep
obtexo|obtexo_, obtexere, obtexui_ : v3
obticesco|obtice_sco_, obtice_scere, obticui_ : v3
obtineo|obtineo_, obtine_re, obtinui_, obtentum : v2
obtingo|obtingo_, obtingere, obtigi_ : v3
obtorpesco|obtorpe_sco_, obtorpe_scere, obtorpui_ : v3
obtorqueo|obtorqueo_, obtorque_re, obtorsi_, obtortum : v2
obtrectatio|obtrecta_tio_, obtrecta_tio_nis : f
obtrectator|obtrecta_tor, obtrecta_to_ris : m
obtrecto|obtrecto_, obtrecta_re, obtrecta_vi_, obtrecta_tum : v1
obtrunco|obtrunco_, obtrunca_re, obtrunca_vi_, obtrunca_tum : v1
obtundo|obtundo_, obtundere, obtudi_, obtu_sum : v3
obtusus|obtu_sus, obtu_sa, obtu_sum : a
obtutus|obtu_tus, obtu_tu_s : m
obumbro|obumbro_, obumbra_re, obumbra_vi_, obumbra_tum : v1
obuncus|obuncus, obunca, obuncum : a
obustus|obustus, obusta, obustum : a
obvenio|obvenio_, obveni_re, obve_ni_, obventum : v4
obversor|obversor, obversa_ri_, obversa_tus sum : v1 dep
obverto|obverto_, obvertere, obverti_, obversum : v3
obviam|obviam : adv
obvius|obvius, obvia, obvium : a
obvolvo|obvolvo_, obvolvere, obvolvi_, obvolu_tum : v3
occaeco|occaeco_, occaeca_re, occaeca_vi_, occaeca_tum : v1
occallesco|occalle_sco_, occalle_scere, occallui_ : v3
occasio|occa_sio_, occa_sio_nis : f
occasus|occa_sus, occa_su_s : m
occidens|occide_ns, occidentis : m
occidio|occi_dio_, occi_dio_nis : f
occido|occido_, occidere, occidi_, occa_sum : v3
occido|occi_do_, occi_dere, occi_di_, occi_sum : v3
occiduus|occiduus, occidua, occiduum : a
occino|occino_, occinere, occinui_ : v3
occipio|occipio_, occipere, occe_pi_, ceptum : v3
occo|occo_, occa_re, occa_vi_, occa_tum : v1
occubo|occubo_, occuba_re, occuba_vi_, occuba_tum : v1
occulco|occulco_, occulca_re, occulca_vi_, occulca_tum : v1
occulo|occulo_, occulere, occului_, occultum : v3
occultatio|occulta_tio_, occulta_tio_nis : f
occulto|occulto_, occulta_re, occulta_vi_, occulta_tum : v1
occultus|occultus, occulta, occultum : a
occumbo|occumbo_, occumbere, occubui_, occubitum : v3
occupatio|occupa_tio_, occupa_tio_nis : f
occupo|occupo_, occupa_re, occupa_vi_, occupa_tum : v1
occurro|occurro_, occurrere, occurri_/occucurri_, occursum : v3
occurso|occurso_, occursa_re, occursa_vi_, occursa_tum : v1
occursus|occursus, occursu_s : m
oceanus|O_ceanus, O_ceani_ : m
ocellus|ocellus, ocelli_ : m
ocior|o_cior, o_cius : a
ocrea|ocrea, ocreae : f
octavus|octa_vus, octa_va, octa_vum : a
octiens|octie_ns : adv
octies|octie_s : adv
octingentensimus|octingente_nsimus, octingente_nsima, octingente_nsimum : a
octingentesimus|octingente_simus, octingente_sima, octingente_simum : a
octingenti|octingenti_, octingentae, octingenta : a
octo|octo : a indec
october|Octo_ber, Octo_bris : m
octogeni|octo_ge_ni_, octo_ge_nae, octo_ge_na : a
octogensimus|octo_ge_nsimus, octo_ge_nsima, octo_ge_nsimum : a
octogesimus|octo_ge_simus, octo_ge_sima, octo_ge_simum : a
octoginta|octo_ginta_ : a indec
octoni|octo_ni_, octo_nae, octo_na : a
octuplus|octuplus, octupla, octuplum : a
octussis|octussis, octussis : m
oculus|oculus, oculi_ : m
odi|o_di_, o_disse : v5
odium|odium, od(i)i_ : n
odor|odor, odo_ris : m
odoratus|odo_ra_tus, odo_ra_ta, odo_ra_tum : a
odorifer|odo_rifer, odo_rifera, odo_riferum : a
odoro|odo_ro_, odo_ra_re, odo_ra_vi_, odo_ra_tum : v1
odoror|odo_ror, odo_ra_ri_, odo_ra_tus sum : v1 dep
odorus|odo_rus, odo_ra, odo_rum : a
odos|odo_s, odo_ris : m
oestrus|oestrus, oestri_ : m
offa|offa, offae : f
offendo|offendo_, offendere, offendi_, offe_nsum : v3
offensa|offe_nsa, offe_nsae : f
offensio|offe_nsio_, offe_nsio_nis : f
offenso|offe_nso_, offe_nsa_re, offe_nsa_vi_, offe_nsa_tum : v1
offensus|offe_nsus, offe_nsu_s : m
offero|offero_, offerre, obtuli_, obla_tum : v5
officina|offici_na, offici_nae : f
officio|officio_, officere, offe_ci_, offectum : v3
officiosus|officio_sus, officio_sa, officio_sum : a
officium|officium, offic(i)i_ : n
offirmo|offirmo_, offirma_re, offirma_vi_, offirma_tum : v1
offulgeo|offulgeo_, offulge_re, offulsi_ : v2
offundo|offundo_, offundere, offu_di_, offu_sum : v3
oh|o_h : int
ohe|ohe_ : int
olea|olea, oleae : f
oleaster|oleaster, oleastri_ : m
oleo|oleo_, ole_re, olui_ : v2
oleum|oleum, olei_ : n
olfacio|olfacio_, olfacere, olfe_ci_, olfactum : v3
olidus|olidus, olida, olidum : a
olim|o_lim : adv
olitor|olitor, olito_ris : m
olitorius|olito_rius, olito_ria, olito_rium : a
oliva|oli_va, oli_vae : f
olivetum|oli_ve_tum, oli_ve_ti_ : n
olivifer|oli_vifer, oli_vifera, oli_viferum : a
olivum|oli_vum, oli_vi_ : n
olla|o_lla, o_llae : f
olle|olle, olla, ollud : pn
olor|olor, olo_ris : m
olorinus|olo_ri_nus, olo_ri_na, olo_ri_num : a
olus|olus, oleris : n
omen|o_men, o_minis : n
ominor|o_minor, o_mina_ri_, o_mina_tus sum : v1 dep
omitto|omitto_, omittere, omi_si_, omissum : v3
omnigenus|omnigenus, omnigena, omnigenum : a
omnimodis|omnimodi_s : adv
omnino|omni_no_ : adv
omniparens|omnipare_ns, omniparentis : a
omnipotens|omnipote_ns, omnipotentis : a
omnis|omnis, omne : a
onager|onager : m
onagrus|onagrus, onagri_ : m
onerarius|onera_rius, onera_ria, onera_rium : a
onero|onero_, onera_re, onera_vi_, onera_tum : v1
onerosus|onero_sus, onero_sa, onero_sum : a
onus|onus, oneris : n
onustus|onustus, onusta, onustum : a
onyx|onyx, onychis : m
opaco|opa_co_, opa_ca_re, opa_ca_vi_, opa_ca_tum : v1
opacus|opa_cus, opa_ca, opa_cum : a
opella|opella, opellae : f
opera|opera, operae : f
operimentum|operi_mentum, operi_menti_ : n
operio|operio_, operi_re, operui_, opertum : v4
operosus|opero_sus, opero_sa, opero_sum : a
opertus|opertus, operta, opertum : a
opifer|opifer, opifera, opiferum : a
opifex|opifex, opificis : m/f
opilio|o_pilio_, o_pilio_nis : m
opimus|opi_mus, opi_ma, opi_mum : a
opinio|opi_nio_, opi_nio_nis : f
opinor|opi_nor, opi_na_ri_, opi_na_tus sum : v1 dep
opitulor|opitulor, opitula_ri_, opitula_tus sum : v1 dep
oportet|oportet, oporte_re, oportuit : v2 impers
opperior|opperior, opperi_ri_, opperi_tus/oppertus sum : v4 dep
oppeto|oppeto_, oppetere, oppeti_vi_/oppetii_, oppeti_tum : v3
oppidanus|oppida_nus, oppida_na, oppida_num : a
oppido|oppido_ : adv
oppidulum|oppidulum, oppiduli_ : n
oppidum|oppidum, oppidi_ : n
oppilo|oppi_lo_, oppi_la_re, oppi_la_vi_, oppi_la_tum : v1
oppleo|oppleo_, opple_re, opple_vi_, opple_tum : v2
oppono|oppo_no_, oppo_nere, opposui_, oppositum : v3
opportunitas|opportu_nita_s, opportu_nita_tis : f
opportunus|opportu_nus, opportu_na, opportu_num : a
opprimo|opprimo_, opprimere, oppressi_, oppressum : v3
opprobrium|opprobrium, opprobr(i)i_ : n
oppugnatio|oppugna_tio_, oppugna_tio_nis : f
oppugnator|oppugna_tor, oppugna_to_ris : m
oppugno|oppugno_, oppugna_re, oppugna_vi_, oppugna_tum : v1
ops|ops, opis : f
optabilis|opta_bilis, opta_bile : a
optimas|optima_s, optima_tis : m
optimus|optimus, optima, optimum : a
optio|optio_, optio_nis : m/f
opto|opto_, opta_re, opta_vi_, opta_tum : v1
optumus|optumus, optuma, optumum : a
opulentia|opulentia, opulentiae : f
opulentus|opulentus, opulenta, opulentum : a
opus|opus, operis : n
opus|opus : n indec
opusculum|opusculum, opusculi_ : n
ora|o_ra, o_rae : f
oraculum|o_ra_culum, o_ra_culi_ : n
oratio|o_ra_tio_, o_ra_tio_nis : f
orator|o_ra_tor, o_ra_to_ris : m
orba|orba, orbae : f
orbis|o_rbis, o_rbis : m
orbita|orbita, orbitae : f
orbitas|orbita_s, orbita_tis : f
orbo|orbo_, orba_re, orba_vi_, orba_tum : v1
orbus|orbus, orbi_ : m
orbus|orbus, orba, orbum : a
orcus|Orcus, Orci_ : m
ordinarius|o_rdina_rius, o_rdina_ria, o_rdina_rium : a
ordinatim|o_rdina_tim : adv
ordino|o_rdino_, o_rdina_re, o_rdina_vi_, o_rdina_tum : v1
ordior|o_rdior, o_rdi_ri_, o_rsus sum : v4 dep
ordo|o_rdo_, o_rdinis : m
oreas|Ore_as, Ore_adis : f
orgia|orgia, orgio_rum : npl
orichalcum|orichalcum, orichalci_ : n
oriens|orie_ns, orientis : m
origo|ori_go_, ori_ginis : f
