concitatus|concita_tus, concita_ta, concita_tum : a
concito|concito_, concita_re, concita_vi_, concita_tum : v1
conclamatio|concla_ma_tio_, concla_ma_tio_nis : f
conclamo|concla_mo_, concla_ma_re, concla_ma_vi_, concla_ma_tum : v1
conclave|concla_ve, concla_vis : n
concludo|conclu_do_, conclu_dere, conclu_si_, conclu_sum : v3
conclusio|conclu_sio_, conclu_sio_nis : f
concolor|concolor, concolo_ris : a
concoquo|concoquo_, concoquere, concoxi_, concoctum : v3
concordia|concordia, concordiae : f
concordo|concordo_, concorda_re, concorda_vi_, concorda_tum : v1
concors|concors, concordis : a
concredo|concre_do_, concre_dere, concre_didi_, concre_ditum : v3
concremo|concremo_, concrema_re, concrema_vi_, concrema_tum : v1
concrepo|concrepo_, concrepa_re, concrepui_, concrepitum : v1
concresco|concre_sco_, concre_scere, concre_sce_vi_, concre_sce_tum : v3
concretio|concre_tio_, concre_tio_nis : f
concretus|concre_tus, concre_ta, concre_tum : a
concubina|concubi_na, concubi_nae : f
concubitus|concubitus, concubitu_s : m
concubius|concubius, concubia, concubium : a
conculco|conculco_, conculca_re, conculca_vi_, conculca_tum : v1
concumbo|concumbo_, concumbere, concubui_, concubitum : v3
concupisco|concupi_sco_, concupi_scere, concupi_vi_/concupii_, concupi_tum : v3
concurro|concurro_, concurrere, concurri_/concucurri_, concursum : v3
concursatio|concursa_tio_, concursa_tio_nis : f
concursator|concursa_tor, concursa_to_ris : m
concursio|concursio_, concursio_nis : f
concurso|concurso_, concursa_re, concursa_vi_, concursa_tum : v1
concursus|concursus, concursu_s : m
concutio|concutio_, concutere, concussi_, concussum : v3
condemno|condemno_, condemna_re, condemna_vi_, condemna_tum : v1
condenseo|conde_nseo_, conde_nse_re : v2
condensus|conde_nsus, conde_nsa, conde_nsum : a
condicio|condicio_, condicio_nis : f
condico|condi_co_, condi_cere, condi_xi_, condictum : v3
condimentum|condi_mentum, condi_menti_ : n
condio|condio_, condi_re, condi_vi_/condii_, condi_tum : v4
condiscipulus|condiscipulus, condiscipuli_ : m
condisco|condisco_, condiscere, condidici_ : v3
conditor|conditor, condito_ris : m
conditus|condi_tus, condi_ta, condi_tum : a
condo|condo_, condere, condidi_, conditum : v3
condolesco|condole_sco_, condole_scere, condolui_ : v3
condono|condo_no_, condo_na_re, condo_na_vi_, condo_na_tum : v1
conduco|condu_co_, condu_cere, condu_xi_, conductum : v3
conductor|conductor, conducto_ris : m
conduplico|conduplico_, conduplica_re, conduplica_vi_, conduplica_tum : v1
conecto|co_necto_, co_nectere, co_nexui_, co_nexum : v3
confarreatio|co_nfarrea_tio_, co_nfarrea_tio_nis : f
confectio|co_nfectio_, co_nfectio_nis : f
confector|co_nfector, co_nfecto_ris : m
confercio|co_nfercio_, co_nferci_re, co_nfersi_, co_nfertum : v4
confero|co_nfero_, co_nferre, contuli_, colla_tum : v5
confertim|co_nfertim : adv
confessio|co_nfessio_, co_nfessio_nis : f
confestim|co_nfestim : adv
conficio|co_nficio_, co_nficere, co_nfe_ci_, co_nfectum : v3
confidens|co_nfi_de_ns, co_nfi_dentis : a
confidentia|co_nfi_dentia, co_nfi_dentiae : f
confido|co_nfi_do_, co_nfi_dere, co_nfi_sus sum : v3 semi-dep
configo|co_nfi_go_, co_nfi_gere, co_nfi_xi_, co_nfi_xum : v3
confingo|co_nfingo_, co_nfingere, co_nfi_nxi_, co_nfictum : v3
confinis|co_nfi_nis, co_nfi_ne : a
confinium|co_nfi_nium, co_nfi_n(i)i_ : n
confirmatio|co_nfirma_tio_, co_nfirma_tio_nis : f
confirmo|co_nfirmo_, co_nfirma_re, co_nfirma_vi_, co_nfirma_tum : v1
confiteor|co_nfiteor, co_nfite_ri_, co_nfessus sum : v2 dep
conflagro|co_nflagro_, co_nflagra_re, co_nflagra_vi_, co_nflagra_tum : v1
conflicto|co_nflicto_, co_nflicta_re, co_nflicta_vi_, co_nflicta_tum : v1
confligo|co_nfli_go_, co_nfli_gere, co_nfli_xi_, co_nfli_ctum : v3
conflo|co_nflo_, co_nfla_re, co_nfla_vi_, co_nfla_tum : v1
confluo|co_nfluo_, co_nfluere, co_nflu_xi_ : v3
confodio|co_nfodio_, co_nfodere, co_nfo_di_, co_nfossum : v3
conformatio|co_nfo_rma_tio_, co_nfo_rma_tio_nis : f
conformo|co_nfo_rmo_, co_nfo_rma_re, co_nfo_rma_vi_, co_nfo_rma_tum : v1
confragosus|co_nfrago_sus, co_nfrago_sa, co_nfrago_sum : a
confragus|confragus, confraga, confragum : a
confremo|co_nfremo_, co_nfremere, co_nfremui_ : v3
confrico|co_nfrico_, co_nfrica_re, co_nfrica_vi_, co_nfrica_tum : v1
confringo|co_nfringo_, co_nfringere, co_nfre_gi_, co_nfra_ctum : v3
confugio|co_nfugio_, co_nfugere, co_nfu_gi_ : v3
confundo|co_nfundo_, co_nfundere, co_nfu_di_, co_nfu_sum : v3
confusio|co_nfu_sio_, co_nfu_sio_nis : f
confuto|co_nfu_to_, co_nfu_ta_re, co_nfu_ta_vi_, co_nfu_ta_tum : v1
congelo|congelo_, congela_re, congela_vi_, congela_tum : v1
congemino|congemino_, congemina_re, congemina_vi_, congemina_tum : v1
congemo|congemo_, congemere, congemui_ : v3
congeries|congerie_s, congerie_i_ : f
congero|congero_, congerere, congessi_, congestum : v3
congestus|congestus, congestu_s : m
congiarium|congia_rium, congia_r(i)i_ : n
conglobo|conglobo_, congloba_re, congloba_vi_, congloba_tum : v1
conglutino|conglu_tino_, conglu_tina_re, conglu_tina_vi_, conglu_tina_tum : v1
congratulor|congra_tulor, congra_tula_ri_, congra_tula_tus sum : v1 dep
congredior|congredior, congredi_, congressus sum : v3 dep
congregatio|congrega_tio_, congrega_tio_nis : f
congrego|congrego_, congrega_re, congrega_vi_, congrega_tum : v1
congressio|congressio_, congressio_nis : f
congressus|congressus, congressu_s : m
congruens|congrue_ns, congruentis : a
congruo|congruo_, congruere, congrui_ : v3
conicio|conicio_, conicere, conie_ci_, coniectum : v3
conifer|co_nifer, co_nifera, co_niferum : a
conitor|co_ni_tor, co_ni_ti_, co_ni_xus/co_ni_sus sum : v3 dep
coniveo|co_ni_veo_, co_ni_ve_re, co_ni_vi_/co_ni_xi_ : v2
conjecto|conjecto_, conjecta_re, conjecta_vi_, conjecta_tum : v1
conjectura|conjectu_ra, conjectu_rae : f
conjectus|conjectus, conjectu_s : m
conjugalis|conjuga_lis, conjuga_le : a
conjugium|conjugium, conjug(i)i_ : n
conjunctim|conju_nctim : adv
conjunctio|conju_nctio_, conju_nctio_nis : f
conjungo|conjungo_, conjungere, conju_nxi_, conju_nctum : v3
conjunx|conju_nx, conjugis : m/f
conjuratio|conju_ra_tio_, conju_ra_tio_nis : f
conjuratus|conju_ra_tus, conju_ra_ta, conju_ra_tum : a
conjuro|conju_ro_, conju_ra_re, conju_ra_vi_, conju_ra_tum : v1
conjux|conjux, conjugis : m/f
connecto|connecto_, connectere, connexui_, connexum : v3
connitor|conni_tor, conni_ti_, conni_xus/conni_sus sum : v3 dep
conniveo|conni_veo_, conni_ve_re, conni_vi_/conni_xi_ : v2
conopeum|co_no_pe_um, co_no_pe_i_ : n
conor|co_nor, co_na_ri_, co_na_tus sum : v1 dep
conquasso|conquasso_, conquassa_re, conquassa_vi_, conquassa_tum : v1
conqueror|conqueror, conqueri_, conquestus sum : v3 dep
conquiesco|conquie_sco_, conquie_scere, conquie_vi_, conquie_tum : v3
conquiro|conqui_ro_, conqui_rere, conqui_si_vi_/conqui_sii_, conqui_si_tum : v3
conquisitio|conqui_si_tio_, conqui_si_tio_nis : f
consaepio|co_nsaepio_, co_nsaepi_re, co_nsaepsi_, co_nsaeptum : v4
consalutatio|co_nsalu_ta_tio_, co_nsalu_ta_tio_nis : f
consaluto|co_nsalu_to_, co_nsalu_ta_re, co_nsalu_ta_vi_, co_nsalu_ta_tum : v1
consanguinei|co_nsanguinei_, co_nsanguineo_rum : mpl
consanguineus|co_nsanguineus, co_nsanguinea, co_nsanguineum : a
consanguinitas|co_nsanguinita_s, co_nsanguinita_tis : f
consceleratus|co_nscelera_tus, co_nscelera_ta, co_nscelera_tum : a
conscelero|co_nscelero_, co_nscelera_re, co_nscelera_vi_, co_nscelera_tum : v1
conscendo|co_nscendo_, co_nscendere, co_nscendi_, co_nsce_nsum : v3
conscientia|co_nscientia, co_nscientiae : f
conscindo|co_nscindo_, co_nscindere, co_nscidi_, co_nscissum : v3
conscisco|co_nsci_sco_, co_nsci_scere, co_nsci_vi_/co_nscii_, co_nsci_tum : v3
conscius|co_nscius, co_nscia, co_nscium : a
conscribo|co_nscri_bo_, co_nscri_bere, co_nscri_psi_, co_nscri_ptum : v3
consecratio|co_nsecra_tio_, co_nsecra_tio_nis : f
consecro|co_nsecro_, co_nsecra_re, co_nsecra_vi_, co_nsecra_tum : v1
consector|co_nsector, co_nsecta_ri_, co_nsecta_tus sum : v1 dep
consecutio|co_nsecu_tio_, co_nsecu_tio_nis : f
consenesco|co_nsene_sco_, co_nsene_scere, co_nsenui_ : v3
consensio|co_nse_nsio_, co_nse_nsio_nis : f
consensus|co_nse_nsus, co_nse_nsu_s : m
consentaneus|co_nsenta_neus, co_nsenta_nea, co_nsenta_neum : a
consentio|co_nsentio_, co_nsenti_re, co_nse_nsi_, co_nse_nsum : v4
consequens|co_nseque_ns, co_nsequentis : a
consequor|co_nsequor, co_nsequi_, co_nsecu_tus sum : v3 dep
consero|co_nsero_, co_nserere, co_nse_vi_, co_nsitum : v3
consero|co_nsero_, co_nserere, co_nserui_, co_nsertum : v3
conserva|co_nserva, co_nservae : f
conservatio|co_nserva_tio_, co_nserva_tio_nis : f
conservator|co_nserva_tor, co_nserva_to_ris : m
conservo|co_nservo_, co_nserva_re, co_nserva_vi_, co_nserva_tum : v1
conservus|co_nservus, co_nservi_ : m
consessor|co_nsessor, co_nsesso_ris : m
consessus|co_nsessus, co_nsessu_s : m
consideratus|co_nsi_dera_tus, co_nsi_dera_ta, co_nsi_dera_tum : a
considero|co_nsi_dero_, co_nsi_dera_re, co_nsi_dera_vi_, co_nsi_dera_tum : v1
consido|co_nsi_do_, co_nsi_dere, co_nse_di_, co_nsessum : v3
consigno|co_nsigno_, co_nsigna_re, co_nsigna_vi_, co_nsigna_tum : v1
consilior|co_nsilior, co_nsilia_ri_, co_nsilia_tus sum : v1 dep
consilium|co_nsilium, co_nsil(i)i_ : n
consimilis|co_nsimilis, co_nsimile : a
consisto|co_nsisto_, co_nsistere, co_nstiti_, co_nstitum : v3
consitor|co_nsitor, co_nsito_ris : m
consociatio|co_nsocia_tio_, co_nsocia_tio_nis : f
consocio|co_nsocio_, co_nsocia_re, co_nsocia_vi_, co_nsocia_tum : v1
consolatio|co_nso_la_tio_, co_nso_la_tio_nis : f
consolator|co_nso_la_tor, co_nso_la_to_ris : m
consolatorius|co_nso_la_to_rius, co_nso_la_to_ria, co_nso_la_to_rium : a
consolor|co_nso_lor, co_nso_la_ri_, co_nso_la_tus sum : v1 dep
consono|co_nsono_, co_nsona_re, co_nsonui_ : v1
consonus|co_nsonus, co_nsona, co_nsonum : a
consopio|co_nso_pio_, co_nso_pi_re, co_nso_pi_vi_, co_nso_pi_tum : v4
consors|co_nsors, co_nsortis : m/f
consors|co_nsors, co_nsortis : a
consortio|co_nsortio_, co_nsortio_nis : f
consortium|co_nsortium, co_nsort(i)i_ : n
conspectus|co_nspectus, co_nspectu_s : m
conspectus|co_nspectus, co_nspecta, co_nspectum : a
conspergo|co_nspergo_, co_nspergere, co_nspersi_, co_nspersum : v3
conspicio|co_nspicio_, co_nspicere, co_nspexi_, co_nspectum : v3
conspicor|co_nspicor, co_nspica_ri_, co_nspica_tus sum : v1 dep
conspicuus|co_nspicuus, co_nspicua, co_nspicuum : a
conspiratio|co_nspi_ra_tio_, co_nspi_ra_tio_nis : f
conspiro|co_nspi_ro_, co_nspi_ra_re, co_nspi_ra_vi_, co_nspi_ra_tum : v1
constans|co_nsta_ns, co_nstantis : a
constantia|co_nstantia, co_nstantiae : f
consternatio|co_nsterna_tio_, co_nsterna_tio_nis : f
consterno|co_nsterno_, co_nsternere, co_nstra_vi_, co_nstra_tum : v3
consterno|co_nsterno_, co_nsterna_re, co_nsterna_vi_, co_nsterna_tum : v1
constipo|co_nsti_po_, co_nsti_pa_re, co_nsti_pa_vi_, co_nsti_pa_tum : v1
constituo|co_nstituo_, co_nstituere, co_nstitui_, co_nstitu_tum : v3
constitutio|co_nstitu_tio_, co_nstitu_tio_nis : f
constitutum|co_nstitu_tum, co_nstitu_ti_ : n
consto|co_nsto_, co_nsta_re, co_nstiti_, co_nsta_tum : v1
constringo|co_nstringo_, co_nstringere, co_nstri_nxi_, co_nstrictum : v3
constructio|co_nstru_ctio_, co_nstru_ctio_nis : f
construo|co_nstruo_, co_nstruere, co_nstru_xi_, co_nstru_ctum : v3
constupro|co_nstupro_, co_nstupra_re, co_nstupra_vi_, co_nstupra_tum : v1
consuefacio|co_nsue_facio_, co_nsue_facere, co_nsue_fe_ci_, co_nsue_factum : v3
consuesco|co_nsue_sco_, co_nsue_scere, co_nsue_vi_, co_nsue_tum : v3
consuetudo|co_nsue_tu_do_, co_nsue_tu_dinis : f
consul|co_nsul, co_nsulis : m
consularis|co_nsula_ris, co_nsula_re : a
consulatus|co_nsula_tus, co_nsula_tu_s : m
consulo|co_nsulo_, co_nsulere, co_nsului_, co_nsultum : v3
consultatio|co_nsulta_tio_, co_nsulta_tio_nis : f
consulte|co_nsulte_ : adv
consulto|consulto_ : adv
consulto|co_nsulto_, co_nsulta_re, co_nsulta_vi_, co_nsulta_tum : v1
consultor|co_nsultor, co_nsulto_ris : m
consultum|co_nsultum, co_nsulti_ : n
consultus|co_nsultus, co_nsulta, co_nsultum : a
consummo|co_nsummo_, co_nsumma_re, co_nsumma_vi_, co_nsumma_tum : v1
consumo|co_nsu_mo_, co_nsu_mere, co_nsu_mpsi_, co_nsu_mptum : v3
consurgo|co_nsurgo_, co_nsurgere, co_nsurre_xi_, co_nsurre_ctum : v3
contabulo|contabulo_, contabula_re, contabula_vi_, contabula_tum : v1
contactus|conta_ctus, conta_ctu_s : m
contages|conta_ge_s, conta_gis : f
contagio|conta_gio_, conta_gio_nis : f
contagium|conta_gium, conta_g(i)i_ : n
contamino|conta_mino_, conta_mina_re, conta_mina_vi_, conta_mina_tum : v1
contego|contego_, contegere, conte_xi_, conte_ctum : v3
contemero|contemero_, contemera_re, contemera_vi_, contemera_tum : v1
contemno|contemno_, contemnere, contempsi_, contemptum : v3
contemplatio|contempla_tio_, contempla_tio_nis : f
contemplatus|contempla_tus, contempla_tu_s : m
contemplor|contemplor, contempla_ri_, contempla_tus sum : v1 dep
contemptim|contemptim : adv
contemptio|contemptio_, contemptio_nis : f
contemptor|contemptor, contempto_ris : m
contemptus|contemptus, contemptu_s : m
contemptus|contemptus, contempta, contemptum : a
contendo|contendo_, contendere, contendi_, contentum : v3
contente|contente_ : adv
contentio|contentio_, contentio_nis : f
contentus|contentus, contenta, contentum : a
contentus|contentus, contenta, contentum : a
conterminus|conterminus, contermina, conterminum : a
contero|contero_, conterere, contri_vi_, contri_tum : v3
conterreo|conterreo_, conterre_re, conterrui_, conterritum : v2
contestor|contestor, contesta_ri_, contesta_tus sum : v1 dep
contexo|contexo_, contexere, contexui_, contextum : v3
contextus|contextus, contextu_s : m
conticesco|contice_sco_, contice_scere, conticui_ : v3
contignatio|contigna_tio_, contigna_tio_nis : f
contigno|contigno_, contigna_re, contigna_vi_, contigna_tum : v1
contiguus|contiguus, contigua, contiguum : a
continens|contine_ns, continentis : f
continens|contine_ns, continentis : a
continenter|continenter : adv
continentia|continentia, continentiae : f
contineo|contineo_, contine_re, continui_, contentum : v2
contingo|contingo_, contingere, contigi_, conta_ctum : v3
continuatio|continua_tio_, continua_tio_nis : f
continuo|continuo_ : adv
continuo|continuo_, continua_re, continua_vi_, continua_tum : v1
continuus|continuus, continua, continuum : a
contio|co_ntio_, co_ntio_nis : f
contionabundus|co_ntio_na_bundus, co_ntio_na_bunda, co_ntio_na_bundum : a
contionalis|co_ntio_na_lis, co_ntio_na_le : a
contionator|co_ntio_na_tor, co_ntio_na_to_ris : m
contionor|co_ntio_nor, co_ntio_na_ri_, co_ntio_na_tus sum : v1 dep
contiuncula|co_ntiuncula, co_ntiunculae : f
contorqueo|contorqueo_, contorque_re, contorsi_, contortum : v2
contra|contra_ : adv
contra|contra_ : prep with acc
contractio|contractio_, contractio_nis : f
contractus|contractus, contracta, contractum : a
contradico|contra_di_co_, contra_di_cere, contra_di_xi_, contra_dictum : v3
contradictio|contra_dictio_, contra_dictio_nis : f
contraho|contraho_, contrahere, contra_xi_, contractum : v3
contrarius|contra_rius, contra_ria, contra_rium : a
contrecto|contrecto_, contrecta_re, contrecta_vi_, contrecta_tum : v1
contremisco|contremi_sco_, contremi_scere, contremui_ : v3
contribuo|contribuo_, contribuere, contribui_, contribu_tum : v3
contristo|contri_sto_, contri_sta_re, contri_sta_vi_, contri_sta_tum : v1
controversia|contro_versia, contro_versiae : f
controversiosus|contro_versio_sus, contro_versio_sa, contro_versio_sum : a
contrucido|contruci_do_, contruci_da_re, contruci_da_vi_, contruci_da_tum : v1
contrudo|contru_do_, contru_dere, contru_si_, contru_sum : v3
contubernalis|contuberna_lis, contuberna_lis : m/f
contubernium|contubernium, contubern(i)i_ : n
contueor|contueor, contue_ri_, contuitus sum : v2 dep
contumacia|contuma_cia, contuma_ciae : f
contumax|contuma_x, contuma_cis : a
contumelia|contume_lia, contume_liae : f
contumeliosus|contume_lio_sus, contume_lio_sa, contume_lio_sum : a
contumulo|contumulo_, contumula_re, contumula_vi_, contumula_tum : v1
contundo|contundo_, contundere, contudi_, contu_sum : v3
conturbatio|conturba_tio_, conturba_tio_nis : f
conturbatus|conturba_tus, conturba_ta, conturba_tum : a
conturbo|conturbo_, conturba_re, conturba_vi_, conturba_tum : v1
contus|contus, conti_ : m
conubium|co_nu_bium, co_nu_b(i)i_ : n
conus|co_nus, co_ni_ : m
convalesco|convale_sco_, convale_scere, convalui_ : v3
convallis|convallis, convallis : f
convecto|convecto_, convecta_re, convecta_vi_, convecta_tum : v1
conveho|conveho_, convehere, conve_xi_, convectum : v3
convello|convello_, convellere, convelli_, convulsum : v3
convenae|convenae, convena_rum : mpl
conveniens|convenie_ns, convenientis : a
convenientia|convenientia, convenientiae : f
convenio|convenio_, conveni_re, conve_ni_, conventum : v4
conventiculum|conventiculum, conventiculi_ : n
conventio|conventio_, conventio_nis : f
conventum|conventum, conventi_ : n
conventus|conventus, conventu_s : m
converso|converso_, conversa_re, conversa_vi_, conversa_tum : v1
converto|converto_, convertere, converti_, conversum : v3
convestio|convestio_, convesti_re, convesti_vi_, convesti_tum : v4
convexus|convexus, convexa, convexum : a
convicium|convi_cium, convi_c(i)i_ : n
convictio|convi_ctio_, convi_ctio_nis : f
convictor|convi_ctor, convi_cto_ris : m
convictus|convi_ctus, convi_ctu_s : m
convinco|convinco_, convincere, convi_ci_, convictum : v3
conviva|convi_va, convi_vae : m/f
convivalis|convi_va_lis, convi_va_le : a
convivator|convi_va_tor, convi_va_to_ris : m
convivium|convi_vium, convi_v(i)i_ : n
convoco|convoco_, convoca_re, convoca_vi_, convoca_tum : v1
convolo|convolo_, convola_re, convola_vi_, convola_tum : v1
convolvo|convolvo_, convolvere, convolvi_, convolu_tum : v3
cooperio|cooperio_, cooperi_re, cooperui_, coopertum : v4
cooptatio|coopta_tio_, coopta_tio_nis : f
coopto|coopto_, coopta_re, coopta_vi_, coopta_tum : v1
coorior|coorior, coori_ri_, coortus sum : v4 dep
copia|co_pia, co_piae : f
copiae|co_piae, co_pia_rum : fpl
copiosus|co_pio_sus, co_pio_sa, co_pio_sum : a
copula|co_pula, co_pulae : f
copulatio|co_pula_tio_, co_pula_tio_nis : f
copulo|co_pulo_, co_pula_re, co_pula_vi_, co_pula_tum : v1
coquo|coquo_, coquere, coxi_, coctum : v3
coquus|coquus, coqui_ : m
cor|cor, cordis : n
corallium|corallium, corall(i)i_ : n
coram|co_ram : adv
coram|co_ram : prep with abl
corbis|corbis, corbis : m/f
corium|corium, cor(i)i_ : n
corneus|corneus, cornea, corneum : a
cornicen|cornicen, cornicinis : m
corniger|corniger, cornigera, cornigerum : a
cornipes|cornipe_s, cornipedis : a
cornix|cornix, corni_cis : f
cornu|cornu_, cornu_s : n
cornum|cornum, corni_ : n
cornus|cornus, corni_ : f
corolla|coro_lla, coro_llae : f
corona|coro_na, coro_nae : f
corono|coro_no_, coro_na_re, coro_na_vi_, coro_na_tum : v1
corporeus|corporeus, corporea, corporeum : a
corpus|corpus, corporis : n
corpusculum|corpusculum, corpusculi_ : n
correctio|corre_ctio_, corre_ctio_nis : f
corrector|corre_ctor, corre_cto_ris : m
correpo|corre_po_, corre_pere, corre_psi_ : v3
corrigo|corrigo_, corrigere, corre_xi_, corre_ctum : v3
corripio|corripio_, corripere, corripui_, correptum : v3
corroboro|corro_boro_, corro_bora_re, corro_bora_vi_, corro_bora_tum : v1
corrogo|corrogo_, corroga_re, corroga_vi_, corroga_tum : v1
corrugo|corru_go_, corru_ga_re, corru_ga_vi_, corru_ga_tum : v1
corrumpo|corrumpo_, corrumpere, corru_pi_, corruptum : v3
corruo|corruo_, corruere, corrui_ : v3
corruptela|corrupte_la, corrupte_lae : f
corruptio|corruptio_, corruptio_nis : f
corruptor|corruptor, corrupto_ris : m
cortex|cortex, corticis : m
cortina|corti_na, corti_nae : f
corus|co_rus, co_ri_ : m
corusco|corusco_, corusca_re, corusca_vi_, corusca_tum : v1
coruscus|coruscus, corusca, coruscum : a
corvus|corvus, corvi_ : m
coryletum|coryle_tum, coryle_ti_ : n
corylus|corylus, coryli_ : f
corymbus|corymbus, corymbi_ : m
cos|co_s, co_tis : f
costa|costa, costae : f
costos|costos, costi_ : f
costum|costum, costi_ : n
cothurnatus|cothurna_tus, cothurna_ta, cothurna_tum : a
cothurnus|cothurnus, cothurni_ : m
cotidie|co_ti_die_ : adv
cottidie|cotti_die_ : adv
coturnix|coturnix, coturni_cis : f
crabro|cra_bro_, cra_bro_nis : m
crapula|cra_pula, cra_pulae : f
cras|cra_s : adv
crassitudo|crassitu_do_, crassitu_dinis : f
crassus|crassus, crassa, crassum : a
crastinus|cra_sti_nus, cra_sti_na, cra_sti_num : a
crater|cra_te_r, cra_te_ris : m
cratera|cra_te_ra, cra_te_rae : f
cratis|cra_tis, cra_tis : f
creator|crea_tor, crea_to_ris : m
creatrix|crea_trix, crea_tri_cis : f
creber|cre_ber, cre_bra, cre_brum : a
crebresco|cre_bre_sco_, cre_bre_scere, cre_brui_ : v3
crebritas|cre_brita_s, cre_brita_tis : f
credibilis|cre_dibilis, cre_dibile : a
creditor|cre_ditor, cre_dito_ris : m
creditum|cre_ditum, cre_diti_ : n
credo|cre_do_, cre_dere, cre_didi_, cre_ditum : v3
credulitas|cre_dulita_s, cre_dulita_tis : f
credulus|cre_dulus, cre_dula, cre_dulum : a
cremo|cremo_, crema_re, crema_vi_, crema_tum : v1
creo|creo_, crea_re, crea_vi_, crea_tum : v1
crepida|crepida, crepidae : f
crepido|crepi_do_, crepi_dinis : f
crepitaculum|crepita_culum, crepita_culi_ : n
crepito|crepito_, crepita_re, crepita_vi_, crepita_tum : v1
crepitus|crepitus, crepitu_s : m
crepo|crepo_, crepa_re, crepui_, crepitum : v1
crepundia|crepundia, crepundio_rum : npl
crepusculum|crepusculum, crepusculi_ : n
cresco|cre_sco_, cre_scere, cre_vi_, cre_tum : v3
creta|cre_ta, cre_tae : f
cretatus|cre_ta_tus, cre_ta_ta, cre_ta_tum : a
cretio|cre_tio_, cre_tio_nis : f
cretosus|cre_to_sus, cre_to_sa, cre_to_sum : a
crimen|cri_men, cri_minis : n
criminatio|cri_mina_tio_, cri_mina_tio_nis : f
criminor|cri_minor, cri_mina_ri_, cri_mina_tus sum : v1 dep
criminosus|cri_mino_sus, cri_mino_sa, cri_mino_sum : a
crinalis|cri_na_lis, cri_na_le : a
crinis|cri_nis, cri_nis : m
crinitus|cri_ni_tus, cri_ni_ta, cri_ni_tum : a
crispo|crispo_, crispa_re, crispa_vi_, crispa_tum : v1
crispus|crispus, crispa, crispum : a
crista|crista, cristae : f
cristatus|crista_tus, crista_ta, crista_tum : a
criticus|criticus, critici_ : m
croceus|croceus, crocea, croceum : a
crocinum|crocinum, crocini_ : n
crocinus|crocinus, crocina, crocinum : a
crocodilus|crocodi_lus, crocodi_li_ : m
crocum|crocum, croci_ : n
crocus|crocus, croci_ : m
cruciamentum|crucia_mentum, crucia_menti_ : n
cruciatus|crucia_tus, crucia_tu_s : m
crucio|crucio_, crucia_re, crucia_vi_, crucia_tum : v1
crudelis|cru_de_lis, cru_de_le : a
crudelitas|cru_de_lita_s, cru_de_lita_tis : f
crudesco|cru_de_sco_, cru_de_scere, cru_dui_ : v3
crudus|cru_dus, cru_da, cru_dum : a
cruento|cruento_, cruenta_re, cruenta_vi_, cruenta_tum : v1
cruentus|cruentus, cruenta, cruentum : a
cruor|cruor, cruo_ris : m
crus|cru_s, cru_ris : n
crusta|crusta, crustae : f
crustum|crustum, crusti_ : n
crux|crux, crucis : f
cubicularius|cubicula_rius, cubicula_r(i)i_ : m
cubiculum|cubiculum, cubiculi_ : n
cubile|cubi_le, cubi_lis : n
cubito|cubito_, cubita_re, cubita_vi_, cubita_tum : v1
cubitum|cubitum, cubiti_ : n
cubo|cubo_, cuba_re, cubui_, cubitum : v1
cucumis|cucumis, cucumeris : m
cucurbita|cucurbita, cucurbitae : f
cujas|cu_ja_s, cu_ja_tis : a
culex|culex, culicis : m
culina|culi_na, culi_nae : f
culmen|culmen, culminis : n
culmus|culmus, culmi_ : m
culpa|culpa, culpae : f
culpo|culpo_, culpa_re, culpa_vi_, culpa_tum : v1
culta|culta, culto_rum : npl
culter|culter, cultri_ : m
cultor|cultor, culto_ris : m
cultrix|cultrix, cultri_cis : f
cultura|cultu_ra, cultu_rae : f
cultus|cultus, cultu_s : m
cultus|cultus, culta, cultum : a
culullus|culullus, cululli_ : m
cum|cum : prep with abl
cum|cum : conj
cumba|cumba, cumbae : f
cumulatus|cumula_tus, cumula_ta, cumula_tum : a
cumulo|cumulo_, cumula_re, cumula_vi_, cumula_tum : v1
cumulus|cumulus, cumuli_ : m
cunabula|cu_na_bula, cu_na_bulo_rum : npl
cunae|cu_nae, cu_na_rum : fpl
cunctabundus|cu_ncta_bundus, cu_ncta_bunda, cu_ncta_bundum : a
cunctans|cu_ncta_ns, cu_nctantis : a
cunctatio|cu_ncta_tio_, cu_ncta_tio_nis : f
cunctator|cu_ncta_tor, cu_ncta_to_ris : m
cunctor|cu_nctor, cu_ncta_ri_, cu_ncta_tus sum : v1 dep
cunctus|cu_nctus, cu_ncta, cu_nctum : a
cuneatim|cunea_tim : adv
cuneatus|cunea_tus, cunea_ta, cunea_tum : a
cuneus|cuneus, cunei_ : m
cuniculus|cuni_culus, cuni_culi_ : m
cunnus|cunnus, cunni_ : m
cupiditas|cupidita_s, cupidita_tis : f
cupido|cupi_do_, cupi_dinis : f
cupido|Cupi_do_, Cupi_dinis : m
cupidus|cupidus, cupida, cupidum : a
cupiens|cupie_ns, cupientis : a
cupio|cupio_, cupere, cupi_vi_/cupii_, cupi_tum : v3
cupresseus|cupresseus, cupressea, cupresseum : a
cupressifer|cupressifer, cupressifera, cupressiferum : a
cupressus|cupressus, cupressi_ : f
cur|cu_r : adv
cura|cu_ra, cu_rae : f
curatio|cu_ra_tio_, cu_ra_tio_nis : f
curator|cu_ra_tor, cu_ra_to_ris : m
curculio|curculio_, curculio_nis : m
curia|cu_ria, cu_riae : f
curiatus|cu_ria_tus, cu_ria_ta, cu_ria_tum : a
