Bethulia|Bethulia=Bethulĭa|0|||ae, f.|
Bezabda|Bezabda=Bēzābda|0|||ae, f.|
Bibula|Bĭbŭla|0|||ae, f.|
biduancula|bīduancula=bīdŭāncula|0|||ae, f.|
Bisula|Bisula|0|||ae, f.|
Bizia|Bizia=Bīzĭa|0|||ae, f.|
Blandona|Blandona=Blāndona|0|||ae, f.|
blattia|blattĭa=blāttĭa|0|||ae, f.|
blendea|blendĕa=blēndĕa|0|||ae, f.|
Blenna|Blenna=Blēnna|0|||ae, f.|
Blera|Blēra|0|||ae, f.|
Bletisa|Bletisa|0|||ae, f.|
Boea|Boea=Bōea|0|||ae, f.|
Bonconica|Bonconĭca=Bōnconĭca|0|||ae, f.|
Borsippa|Borsippa=Bōrsīppa|0|||ae, f.|
Boudicca|Boudicca=Bŏudīcca|0|||ae, f.|
Bovenna|Bovenna=Bovēnna|0|||ae, f.|
Bracara|Brācăra|0|||ae, f.|
Bracaraugusta|Brācăraugusta=Brācărāugūsta|0|||ae, f.|
bracha|brācha|0|||ae, f.|
bratteola|bratteola=brāttĕola|0|||ae, f.|
Brigobanna|Brigobanna=Brigobānna|0|||ae, f.|
Briseida|Brīsēida|0|||ae, f.|
britannica|brĭtannica=brĭtānnica|0|||ae, f.|
Brixa|Brixa=Brīxa|0|||ae, m.|
bronia|bronia=bronĭa|0|||ae, f.|
bubella|būbella=būbēlla|0|||ae, f.|
buccha|buccha=būccha|0|||ae, f.|
Bucephalia|Būcĕphălīa|0|||ae, f.|
Bucinna|Bucinna=Bucīnna|0|||ae, f.|
bucolia|būcolia=būcolĭa|0|||ae, f.|
bulima|būlīma|0|||ae, f.|
Buluba|Buluba|0|||ae, f.|
bumasta|būmasta=būmāsta|0|||ae, f.|
Burcana|Burcāna=Būrcāna|0|||ae, f.|
Burchana|Burchana=Būrchana|0|||ae, f.|
Burgundia|Burgundĭa=Būrgūndĭa|0|||ae, f.|
Busa|Busa|0|||ae, f.|
Buta|Būta|0|||ae, m.|
Butua|Butŭa|0|||ae, f.|
buxtula|buxtŭla=būxtŭla|0|||ae, f.|
buxula|buxula=būxula|0|||ae, f.|
Byrrhia|Byrrhĭa=Bȳrrhĭa|0|||ae, m.|
Cabalaca|Cabalaca|0|||ae, f.|
Cabillona|Căbillōna=Căbīllōna|0|||ae, f.|
cachecta|căchecta=căchēcta|0|||ae, m.|
Cachinna|Cachinna=Cachīnna|0|||ae, f.|
cacochymia|cacochȳmia=cacochȳmĭa|0|||ae, f.|
Cadara|Cadara|0|||ae, f.|
Cadmogena|Cadmŏgĕna=Cādmŏgĕna|0|||ae, f.|
caementaria|caementārĭa=cāemēntārĭa|0|||ae, f.|
caenatiuncula|caenātĭuncŭla=cāenātĭūncŭla|0|||ae, f.|
Caenia|Caenĭa=Cāenĭa|0|||ae, f.|
caepuila|caepuila=cāepŭila|0|||ae, f.|
Caiatia|Caĭātĭa=Căĭātĭa|0|||ae, f.|
Calama|Călăma|0|||ae, f.|
calamintha|călămintha=călămīntha|0|||ae, f.|
calantica|călantĭca=călāntĭca|0|||ae, f.|
Calathusa|Călăthūsa|0|||ae, f.|
calcarea|calcārea=cālcārĕa|0|||ae, f.|
calcata|calcāta=cālcāta|0|||ae, f.|
calceocaliga|calcĕŏcălĭga=cālcĕŏcălĭga|0|||ae, f.|
Calchedona|Calchēdŏna=Cālchēdŏna|0|||ae, f.|
calculatura|calculātūra=cālculātūra|0|||ae, f.|
calicia|calicia=calicĭa|0|||ae, f.|
callaica|callăĭca=cāllăĭca|0|||ae, f.|
Calleva|Calleva=Cālleva|0|||ae, f.|
